pid,group,matrix_name,condition,response
121,Human,MDvsMIP/MJP,together,0
121,Human,MDvsMIP/MJP,opposed,0
121,Human,FAVvsMJP,opposed,7
121,Human,FAVvsP,opposed,8
121,Human,FAVvsMJP,together,0
121,Human,FAVvsMJP,opposed,6
121,Human,FAVvsP,together,0
121,Human,MDvsMIP/MJP,opposed,0
121,Human,FAVvsP,opposed,3
121,Human,FAVvsP,together,0
122,Human,MDvsMIP/MJP,together,0
122,Human,FAVvsMJP,opposed,6
122,Human,FAVvsP,opposed,6
122,Human,MDvsMIP/MJP,together,0
122,Human,FAVvsMJP,together,3
122,Human,FAVvsMJP,together,4
122,Human,FAVvsP,together,0
122,Human,FAVvsP,opposed,6
122,Human,FAVvsMJP,opposed,7
122,Human,FAVvsP,together,0
122,Human,MDvsMIP/MJP,opposed,0
122,Human,MDvsMIP/MJP,opposed,0
123,Human,FAVvsP,opposed,10
123,Human,FAVvsMJP,together,4
123,Human,MDvsMIP/MJP,opposed,0
123,Human,MDvsMIP/MJP,together,0
123,Human,FAVvsMJP,opposed,12
123,Human,MDvsMIP/MJP,opposed,0
123,Human,FAVvsP,together,0
123,Human,FAVvsP,opposed,12
123,Human,MDvsMIP/MJP,together,0
123,Human,FAVvsMJP,together,0
123,Human,FAVvsMJP,opposed,12
123,Human,FAVvsP,together,0
124,Human,MDvsMIP/MJP,opposed,0
124,Human,MDvsMIP/MJP,together,0
124,Human,FAVvsMJP,opposed,6
124,Human,FAVvsP,together,2
124,Human,MDvsMIP/MJP,opposed,0
124,Human,FAVvsMJP,opposed,4
124,Human,FAVvsP,opposed,3
124,Human,FAVvsP,together,4
124,Human,FAVvsMJP,together,3
124,Human,MDvsMIP/MJP,together,0
124,Human,FAVvsMJP,together,6
124,Human,FAVvsP,opposed,6
125,Human,FAVvsP,together,0
125,Human,MDvsMIP/MJP,together,0
125,Human,FAVvsP,opposed,2
125,Human,FAVvsMJP,together,3
125,Human,FAVvsMJP,together,4
125,Human,MDvsMIP/MJP,opposed,0
125,Human,MDvsMIP/MJP,opposed,0
125,Human,MDvsMIP/MJP,together,0
125,Human,FAVvsMJP,opposed,4
125,Human,FAVvsP,opposed,0
125,Human,FAVvsMJP,opposed,4
125,Human,FAVvsP,together,4
126,Human,FAVvsMJP,together,5
126,Human,MDvsMIP/MJP,together,3
126,Human,FAVvsP,together,5
126,Human,MDvsMIP/MJP,opposed,4
126,Human,FAVvsP,opposed,5
126,Human,MDvsMIP/MJP,opposed,6
126,Human,FAVvsP,together,1
126,Human,FAVvsMJP,opposed,11
126,Human,FAVvsMJP,together,11
126,Human,MDvsMIP/MJP,together,6
126,Human,FAVvsMJP,opposed,12
126,Human,FAVvsP,opposed,6
127,Human,MDvsMIP/MJP,opposed,0
127,Human,FAVvsMJP,opposed,12
127,Human,FAVvsP,opposed,12
127,Human,FAVvsP,together,0
127,Human,FAVvsMJP,together,0
127,Human,MDvsMIP/MJP,together,0
127,Human,MDvsMIP/MJP,together,0
127,Human,MDvsMIP/MJP,opposed,0
127,Human,FAVvsP,together,0
127,Human,FAVvsMJP,opposed,12
127,Human,FAVvsP,opposed,12
127,Human,FAVvsMJP,together,0
128,Human,MDvsMIP/MJP,opposed,0
128,Human,FAVvsMJP,together,0
128,Human,FAVvsP,opposed,12
128,Human,FAVvsP,together,0
128,Human,FAVvsMJP,opposed,12
128,Human,FAVvsP,opposed,12
128,Human,MDvsMIP/MJP,together,0
128,Human,FAVvsP,together,0
128,Human,MDvsMIP/MJP,together,0
128,Human,FAVvsMJP,opposed,6
128,Human,MDvsMIP/MJP,opposed,6
128,Human,FAVvsMJP,together,6
129,Human,FAVvsMJP,opposed,11
129,Human,FAVvsMJP,opposed,12
129,Human,FAVvsP,opposed,2
129,Human,FAVvsP,opposed,9
129,Human,FAVvsP,together,10
129,Human,MDvsMIP/MJP,together,10
129,Human,FAVvsMJP,together,10
129,Human,MDvsMIP/MJP,opposed,1
129,Human,MDvsMIP/MJP,together,2
129,Human,FAVvsMJP,together,1
129,Human,FAVvsP,together,1
129,Human,MDvsMIP/MJP,opposed,11
130,Human,FAVvsP,opposed,6
130,Human,FAVvsP,opposed,3
130,Human,MDvsMIP/MJP,together,8
130,Human,FAVvsMJP,together,6
130,Human,MDvsMIP/MJP,opposed,11
130,Human,FAVvsMJP,opposed,7
130,Human,FAVvsMJP,together,7
130,Human,FAVvsP,together,6
130,Human,FAVvsMJP,opposed,3
130,Human,FAVvsP,together,5
130,Human,MDvsMIP/MJP,together,2
130,Human,MDvsMIP/MJP,opposed,8
131,Human,FAVvsMJP,together,0
131,Human,MDvsMIP/MJP,together,5
131,Human,FAVvsMJP,opposed,6
131,Human,FAVvsP,together,0
131,Human,FAVvsP,opposed,0
131,Human,FAVvsP,together,0
131,Human,FAVvsP,opposed,0
131,Human,MDvsMIP/MJP,together,6
131,Human,MDvsMIP/MJP,opposed,6
131,Human,MDvsMIP/MJP,opposed,6
131,Human,FAVvsMJP,together,6
131,Human,FAVvsMJP,opposed,6
132,Human,MDvsMIP/MJP,together,1
132,Human,MDvsMIP/MJP,opposed,6
132,Human,FAVvsP,opposed,11
132,Human,FAVvsMJP,together,2
132,Human,FAVvsP,together,0
132,Human,FAVvsMJP,opposed,7
132,Human,MDvsMIP/MJP,opposed,0
132,Human,FAVvsP,together,2
132,Human,MDvsMIP/MJP,together,0
132,Human,FAVvsP,opposed,0
132,Human,FAVvsMJP,together,6
132,Human,FAVvsMJP,opposed,9
133,Human,MDvsMIP/MJP,opposed,2
133,Human,FAVvsMJP,together,6
133,Human,FAVvsMJP,opposed,6
133,Human,MDvsMIP/MJP,together,4
133,Human,FAVvsMJP,opposed,5
133,Human,FAVvsP,together,0
133,Human,MDvsMIP/MJP,together,3
133,Human,FAVvsP,opposed,2
133,Human,FAVvsP,together,0
133,Human,FAVvsP,opposed,2
133,Human,MDvsMIP/MJP,opposed,1
133,Human,FAVvsMJP,together,3
134,Human,FAVvsMJP,opposed,12
134,Human,MDvsMIP/MJP,opposed,0
134,Human,FAVvsMJP,together,0
134,Human,FAVvsP,opposed,12
134,Human,FAVvsP,together,0
134,Human,FAVvsMJP,opposed,12
134,Human,MDvsMIP/MJP,opposed,0
134,Human,MDvsMIP/MJP,together,0
134,Human,FAVvsP,opposed,12
134,Human,MDvsMIP/MJP,together,0
134,Human,FAVvsP,together,0
134,Human,FAVvsMJP,together,0
135,Human,FAVvsP,opposed,5
135,Human,MDvsMIP/MJP,opposed,0
135,Human,MDvsMIP/MJP,together,0
135,Human,FAVvsMJP,opposed,8
135,Human,FAVvsP,together,5
135,Human,MDvsMIP/MJP,together,0
135,Human,MDvsMIP/MJP,opposed,0
135,Human,FAVvsP,opposed,6
135,Human,FAVvsP,together,2
135,Human,FAVvsMJP,opposed,10
135,Human,FAVvsMJP,together,4
135,Human,FAVvsMJP,together,3
136,Human,MDvsMIP/MJP,together,0
136,Human,MDvsMIP/MJP,opposed,0
136,Human,FAVvsMJP,together,6
136,Human,MDvsMIP/MJP,opposed,0
136,Human,FAVvsP,together,5
136,Human,MDvsMIP/MJP,together,0
136,Human,FAVvsMJP,opposed,7
136,Human,FAVvsP,opposed,6
136,Human,FAVvsP,opposed,4
136,Human,FAVvsMJP,together,5
136,Human,FAVvsMJP,opposed,7
136,Human,FAVvsP,together,4
137,Human,FAVvsMJP,opposed,6
137,Human,MDvsMIP/MJP,opposed,6
137,Human,FAVvsP,opposed,0
137,Human,MDvsMIP/MJP,together,1
137,Human,FAVvsMJP,opposed,6
137,Human,FAVvsMJP,together,0
137,Human,FAVvsP,opposed,12
137,Human,MDvsMIP/MJP,together,0
137,Human,FAVvsMJP,together,0
137,Human,MDvsMIP/MJP,opposed,0
137,Human,FAVvsP,together,0
137,Human,FAVvsP,together,0
138,Human,FAVvsP,together,7
138,Human,MDvsMIP/MJP,opposed,1
138,Human,FAVvsMJP,together,6
138,Human,FAVvsMJP,opposed,4
138,Human,FAVvsP,together,7
138,Human,MDvsMIP/MJP,opposed,8
138,Human,FAVvsP,opposed,7
138,Human,FAVvsMJP,together,2
138,Human,MDvsMIP/MJP,together,4
138,Human,FAVvsMJP,opposed,6
138,Human,MDvsMIP/MJP,together,0
138,Human,FAVvsP,opposed,5
139,Human,FAVvsP,together,2
139,Human,FAVvsP,together,1
139,Human,MDvsMIP/MJP,opposed,2
139,Human,MDvsMIP/MJP,together,2
139,Human,MDvsMIP/MJP,opposed,12
139,Human,FAVvsMJP,opposed,3
139,Human,FAVvsMJP,together,9
139,Human,FAVvsMJP,together,2
139,Human,FAVvsP,opposed,9
139,Human,MDvsMIP/MJP,together,11
139,Human,FAVvsMJP,opposed,3
139,Human,FAVvsP,opposed,9
140,Human,MDvsMIP/MJP,opposed,8
140,Human,FAVvsP,opposed,1
140,Human,FAVvsP,together,0
140,Human,FAVvsP,opposed,1
140,Human,FAVvsMJP,opposed,5
140,Human,FAVvsP,together,1
140,Human,FAVvsMJP,opposed,7
140,Human,MDvsMIP/MJP,opposed,2
140,Human,FAVvsMJP,together,7
140,Human,MDvsMIP/MJP,together,1
140,Human,FAVvsMJP,together,5
140,Human,MDvsMIP/MJP,together,3
141,Human,FAVvsMJP,together,3
141,Human,MDvsMIP/MJP,opposed,5
141,Human,MDvsMIP/MJP,together,7
141,Human,FAVvsP,opposed,4
141,Human,FAVvsMJP,opposed,8
141,Human,FAVvsMJP,together,6
141,Human,FAVvsMJP,opposed,9
141,Human,FAVvsP,opposed,4
141,Human,FAVvsP,together,4
141,Human,MDvsMIP/MJP,opposed,9
141,Human,FAVvsP,together,5
141,Human,MDvsMIP/MJP,together,7
142,Human,FAVvsMJP,opposed,12
142,Human,MDvsMIP/MJP,together,0
142,Human,FAVvsP,together,0
142,Human,FAVvsP,together,1
142,Human,FAVvsMJP,together,0
142,Human,MDvsMIP/MJP,opposed,12
142,Human,FAVvsMJP,together,4
142,Human,FAVvsP,opposed,12
142,Human,FAVvsMJP,opposed,4
142,Human,MDvsMIP/MJP,together,9
142,Human,MDvsMIP/MJP,opposed,4
142,Human,FAVvsP,opposed,5
143,Human,FAVvsMJP,opposed,1
143,Human,FAVvsP,opposed,10
143,Human,FAVvsP,together,12
143,Human,FAVvsP,opposed,12
143,Human,MDvsMIP/MJP,opposed,6
143,Human,MDvsMIP/MJP,opposed,0
143,Human,FAVvsMJP,together,0
143,Human,FAVvsMJP,together,0
143,Human,MDvsMIP/MJP,together,2
143,Human,FAVvsP,together,0
143,Human,MDvsMIP/MJP,together,4
143,Human,FAVvsMJP,opposed,12
144,Human,FAVvsMJP,together,2
144,Human,MDvsMIP/MJP,opposed,0
144,Human,MDvsMIP/MJP,together,0
144,Human,MDvsMIP/MJP,opposed,0
144,Human,FAVvsP,together,0
144,Human,FAVvsMJP,together,0
144,Human,FAVvsP,together,0
144,Human,FAVvsMJP,opposed,8
144,Human,FAVvsP,opposed,12
144,Human,MDvsMIP/MJP,together,3
144,Human,FAVvsP,opposed,11
144,Human,FAVvsMJP,opposed,6
145,Human,FAVvsMJP,opposed,8
145,Human,FAVvsMJP,opposed,8
145,Human,FAVvsP,opposed,3
145,Human,FAVvsP,together,0
145,Human,FAVvsMJP,together,3
145,Human,FAVvsMJP,together,3
145,Human,FAVvsP,opposed,1
145,Human,FAVvsP,together,0
145,Human,MDvsMIP/MJP,together,5
145,Human,MDvsMIP/MJP,opposed,8
145,Human,MDvsMIP/MJP,together,3
145,Human,MDvsMIP/MJP,opposed,8
146,Human,MDvsMIP/MJP,opposed,2
146,Human,FAVvsP,together,1
146,Human,FAVvsP,together,0
146,Human,FAVvsMJP,opposed,7
146,Human,FAVvsP,opposed,0
146,Human,MDvsMIP/MJP,opposed,6
146,Human,FAVvsMJP,opposed,8
146,Human,MDvsMIP/MJP,together,3
146,Human,FAVvsP,opposed,0
146,Human,FAVvsMJP,together,4
146,Human,MDvsMIP/MJP,together,6
146,Human,FAVvsMJP,together,6
147,Human,MDvsMIP/MJP,together,0
147,Human,FAVvsMJP,opposed,12
147,Human,MDvsMIP/MJP,opposed,0
147,Human,FAVvsP,together,0
147,Human,MDvsMIP/MJP,together,0
147,Human,FAVvsMJP,together,0
147,Human,MDvsMIP/MJP,opposed,0
147,Human,FAVvsMJP,together,0
147,Human,FAVvsP,opposed,12
147,Human,FAVvsMJP,opposed,12
147,Human,FAVvsP,together,0
147,Human,FAVvsP,opposed,12
148,Human,MDvsMIP/MJP,opposed,0
148,Human,MDvsMIP/MJP,together,0
148,Human,FAVvsMJP,opposed,8
148,Human,MDvsMIP/MJP,together,0
148,Human,FAVvsMJP,together,0
148,Human,FAVvsP,together,0
148,Human,FAVvsP,together,0
148,Human,FAVvsP,opposed,12
148,Human,FAVvsMJP,opposed,7
148,Human,MDvsMIP/MJP,opposed,0
148,Human,FAVvsP,opposed,7
148,Human,FAVvsMJP,together,0
149,Human,FAVvsP,together,2
149,Human,MDvsMIP/MJP,opposed,9
149,Human,FAVvsP,together,12
149,Human,MDvsMIP/MJP,together,10
149,Human,MDvsMIP/MJP,together,9
149,Human,MDvsMIP/MJP,opposed,2
149,Human,FAVvsMJP,together,6
149,Human,FAVvsMJP,opposed,1
149,Human,FAVvsP,opposed,5
149,Human,FAVvsP,opposed,7
149,Human,FAVvsMJP,opposed,11
149,Human,FAVvsMJP,together,10
150,Human,MDvsMIP/MJP,opposed,6
150,Human,MDvsMIP/MJP,opposed,6
150,Human,FAVvsMJP,together,6
150,Human,FAVvsP,opposed,12
150,Human,FAVvsMJP,opposed,12
150,Human,MDvsMIP/MJP,together,0
150,Human,FAVvsP,together,0
150,Human,FAVvsP,together,0
150,Human,FAVvsMJP,opposed,6
150,Human,FAVvsP,opposed,0
150,Human,MDvsMIP/MJP,together,0
150,Human,FAVvsMJP,together,0
151,Human,FAVvsMJP,together,0
151,Human,FAVvsMJP,opposed,12
151,Human,FAVvsP,opposed,12
151,Human,MDvsMIP/MJP,opposed,0
151,Human,FAVvsP,opposed,12
151,Human,MDvsMIP/MJP,together,0
151,Human,MDvsMIP/MJP,together,0
151,Human,FAVvsP,together,0
151,Human,FAVvsMJP,opposed,12
151,Human,FAVvsP,together,0
151,Human,MDvsMIP/MJP,opposed,0
151,Human,FAVvsMJP,together,0
152,Human,FAVvsMJP,together,8
152,Human,MDvsMIP/MJP,opposed,5
152,Human,FAVvsMJP,opposed,9
152,Human,FAVvsP,together,7
152,Human,FAVvsP,together,6
152,Human,MDvsMIP/MJP,together,4
152,Human,FAVvsP,opposed,9
152,Human,FAVvsP,opposed,6
152,Human,MDvsMIP/MJP,opposed,9
152,Human,MDvsMIP/MJP,together,5
152,Human,FAVvsMJP,together,5
152,Human,FAVvsMJP,opposed,3
153,Human,FAVvsMJP,opposed,10
153,Human,FAVvsMJP,opposed,8
153,Human,FAVvsP,together,0
153,Human,FAVvsP,opposed,12
153,Human,MDvsMIP/MJP,opposed,0
153,Human,MDvsMIP/MJP,together,0
153,Human,MDvsMIP/MJP,together,1
153,Human,FAVvsP,together,0
153,Human,FAVvsMJP,together,1
153,Human,MDvsMIP/MJP,opposed,6
153,Human,FAVvsP,opposed,4
153,Human,FAVvsMJP,together,2
154,Human,FAVvsP,together,2
154,Human,MDvsMIP/MJP,opposed,5
154,Human,MDvsMIP/MJP,together,3
154,Human,FAVvsMJP,opposed,6
154,Human,FAVvsMJP,together,3
154,Human,FAVvsMJP,together,2
154,Human,FAVvsP,opposed,4
154,Human,FAVvsP,opposed,0
154,Human,FAVvsP,together,0
154,Human,MDvsMIP/MJP,opposed,0
154,Human,MDvsMIP/MJP,together,0
154,Human,FAVvsMJP,opposed,6
155,Human,MDvsMIP/MJP,together,0
155,Human,FAVvsP,together,1
155,Human,FAVvsMJP,opposed,6
155,Human,MDvsMIP/MJP,opposed,2
155,Human,FAVvsMJP,opposed,12
155,Human,FAVvsMJP,together,6
155,Human,FAVvsP,opposed,10
155,Human,FAVvsMJP,together,6
155,Human,MDvsMIP/MJP,together,6
155,Human,FAVvsP,together,0
155,Human,FAVvsP,opposed,0
155,Human,MDvsMIP/MJP,opposed,6
156,Human,FAVvsMJP,opposed,7
156,Human,FAVvsMJP,together,4
156,Human,MDvsMIP/MJP,opposed,2
156,Human,MDvsMIP/MJP,opposed,8
156,Human,FAVvsP,together,0
156,Human,FAVvsMJP,opposed,5
156,Human,FAVvsMJP,together,5
156,Human,FAVvsP,together,0
156,Human,FAVvsP,opposed,0
156,Human,MDvsMIP/MJP,together,5
156,Human,MDvsMIP/MJP,together,2
156,Human,FAVvsP,opposed,3
157,Human,FAVvsP,together,0
157,Human,FAVvsMJP,together,6
157,Human,MDvsMIP/MJP,opposed,4
157,Human,FAVvsMJP,opposed,6
157,Human,MDvsMIP/MJP,opposed,12
157,Human,MDvsMIP/MJP,together,6
157,Human,FAVvsP,opposed,7
157,Human,FAVvsP,opposed,7
157,Human,FAVvsMJP,opposed,3
157,Human,FAVvsMJP,together,9
157,Human,FAVvsP,together,1
157,Human,MDvsMIP/MJP,together,5
158,Human,MDvsMIP/MJP,together,1
158,Human,FAVvsP,opposed,6
158,Human,MDvsMIP/MJP,opposed,3
158,Human,FAVvsMJP,together,5
158,Human,FAVvsP,opposed,3
158,Human,FAVvsP,together,0
158,Human,MDvsMIP/MJP,opposed,6
158,Human,FAVvsMJP,together,3
158,Human,FAVvsMJP,opposed,8
158,Human,MDvsMIP/MJP,together,4
158,Human,FAVvsMJP,opposed,8
158,Human,FAVvsP,together,0
159,Human,FAVvsMJP,together,12
159,Human,MDvsMIP/MJP,opposed,12
159,Human,FAVvsP,opposed,12
159,Human,FAVvsMJP,opposed,0
159,Human,FAVvsP,together,6
159,Human,FAVvsMJP,opposed,0
159,Human,MDvsMIP/MJP,opposed,4
159,Human,FAVvsP,opposed,9
159,Human,FAVvsP,together,7
159,Human,MDvsMIP/MJP,together,6
159,Human,FAVvsMJP,together,5
159,Human,MDvsMIP/MJP,together,0
160,Human,FAVvsMJP,together,0
160,Human,FAVvsP,together,0
160,Human,FAVvsP,opposed,12
160,Human,MDvsMIP/MJP,opposed,0
160,Human,FAVvsMJP,opposed,12
160,Human,FAVvsMJP,opposed,12
160,Human,FAVvsP,opposed,12
160,Human,FAVvsP,together,0
160,Human,MDvsMIP/MJP,together,0
160,Human,MDvsMIP/MJP,together,0
160,Human,MDvsMIP/MJP,opposed,0
160,Human,FAVvsMJP,together,0
161,Human,FAVvsMJP,opposed,1
161,Human,FAVvsP,together,10
161,Human,MDvsMIP/MJP,together,4
161,Human,FAVvsP,together,4
161,Human,FAVvsP,opposed,2
161,Human,MDvsMIP/MJP,opposed,10
161,Human,MDvsMIP/MJP,together,6
161,Human,FAVvsP,opposed,8
161,Human,FAVvsMJP,together,7
161,Human,FAVvsMJP,together,3
161,Human,FAVvsMJP,opposed,9
161,Human,MDvsMIP/MJP,opposed,9
162,Human,FAVvsP,opposed,0
162,Human,FAVvsP,opposed,4
162,Human,MDvsMIP/MJP,together,8
162,Human,FAVvsP,together,6
162,Human,MDvsMIP/MJP,together,7
162,Human,MDvsMIP/MJP,opposed,8
162,Human,FAVvsP,together,12
162,Human,FAVvsMJP,opposed,0
162,Human,MDvsMIP/MJP,opposed,7
162,Human,FAVvsMJP,opposed,3
162,Human,FAVvsMJP,together,3
162,Human,FAVvsMJP,together,2
163,Human,FAVvsP,opposed,0
163,Human,MDvsMIP/MJP,together,0
163,Human,FAVvsP,together,0
163,Human,FAVvsP,opposed,0
163,Human,MDvsMIP/MJP,opposed,0
163,Human,MDvsMIP/MJP,opposed,0
163,Human,MDvsMIP/MJP,together,0
163,Human,FAVvsMJP,opposed,6
163,Human,FAVvsMJP,together,0
163,Human,FAVvsMJP,opposed,12
163,Human,FAVvsP,together,0
163,Human,FAVvsMJP,together,6
164,Human,FAVvsP,opposed,2
164,Human,FAVvsP,together,0
164,Human,FAVvsMJP,opposed,6
164,Human,MDvsMIP/MJP,together,4
164,Human,FAVvsP,together,3
164,Human,MDvsMIP/MJP,opposed,6
164,Human,FAVvsMJP,together,6
164,Human,FAVvsMJP,opposed,6
164,Human,MDvsMIP/MJP,opposed,6
164,Human,FAVvsMJP,together,6
164,Human,FAVvsP,opposed,3
164,Human,MDvsMIP/MJP,together,5
165,Human,MDvsMIP/MJP,together,7
165,Human,FAVvsP,together,6
165,Human,FAVvsMJP,together,9
165,Human,MDvsMIP/MJP,together,6
165,Human,FAVvsMJP,opposed,4
165,Human,FAVvsP,opposed,9
165,Human,MDvsMIP/MJP,opposed,10
165,Human,MDvsMIP/MJP,opposed,3
165,Human,FAVvsP,opposed,5
165,Human,FAVvsMJP,opposed,8
165,Human,FAVvsP,together,2
165,Human,FAVvsMJP,together,7
166,Human,MDvsMIP/MJP,together,1
166,Human,FAVvsP,together,0
166,Human,FAVvsMJP,together,2
166,Human,FAVvsMJP,opposed,10
166,Human,MDvsMIP/MJP,opposed,6
166,Human,MDvsMIP/MJP,opposed,3
166,Human,FAVvsP,opposed,4
166,Human,FAVvsP,together,0
166,Human,FAVvsP,opposed,3
166,Human,MDvsMIP/MJP,together,3
166,Human,FAVvsMJP,opposed,11
166,Human,FAVvsMJP,together,4
167,Human,FAVvsMJP,opposed,0
167,Human,FAVvsMJP,together,12
167,Human,MDvsMIP/MJP,opposed,3
167,Human,FAVvsP,opposed,6
167,Human,FAVvsP,together,7
167,Human,FAVvsP,opposed,3
167,Human,FAVvsMJP,opposed,2
167,Human,FAVvsMJP,together,8
167,Human,MDvsMIP/MJP,opposed,11
167,Human,MDvsMIP/MJP,together,12
167,Human,FAVvsP,together,5
167,Human,MDvsMIP/MJP,together,9
168,Human,FAVvsP,together,0
168,Human,MDvsMIP/MJP,together,0
168,Human,FAVvsP,opposed,0
168,Human,FAVvsMJP,together,4
168,Human,MDvsMIP/MJP,together,6
168,Human,FAVvsMJP,opposed,0
168,Human,FAVvsMJP,opposed,0
168,Human,FAVvsP,together,12
168,Human,FAVvsP,opposed,0
168,Human,MDvsMIP/MJP,opposed,12
168,Human,MDvsMIP/MJP,opposed,12
168,Human,FAVvsMJP,together,12
169,Human,FAVvsP,together,0
169,Human,FAVvsMJP,together,3
169,Human,FAVvsP,opposed,12
169,Human,FAVvsMJP,opposed,8
169,Human,FAVvsMJP,opposed,11
169,Human,FAVvsP,together,0
169,Human,MDvsMIP/MJP,together,0
169,Human,FAVvsP,opposed,3
169,Human,FAVvsMJP,together,0
169,Human,MDvsMIP/MJP,opposed,0
169,Human,MDvsMIP/MJP,together,0
169,Human,MDvsMIP/MJP,opposed,0
170,Human,FAVvsMJP,opposed,6
170,Human,FAVvsMJP,together,0
170,Human,FAVvsMJP,together,0
170,Human,MDvsMIP/MJP,opposed,0
170,Human,MDvsMIP/MJP,together,4
170,Human,FAVvsP,opposed,3
170,Human,FAVvsP,together,5
170,Human,FAVvsMJP,opposed,11
170,Human,MDvsMIP/MJP,opposed,12
170,Human,FAVvsP,together,8
170,Human,MDvsMIP/MJP,together,11
170,Human,FAVvsP,opposed,12
171,Human,FAVvsP,opposed,0
171,Human,MDvsMIP/MJP,opposed,6
171,Human,FAVvsMJP,together,6
171,Human,MDvsMIP/MJP,together,6
171,Human,FAVvsP,together,0
171,Human,FAVvsMJP,opposed,6
171,Human,MDvsMIP/MJP,opposed,6
171,Human,FAVvsMJP,opposed,6
171,Human,FAVvsP,together,0
171,Human,FAVvsMJP,together,6
171,Human,FAVvsP,opposed,0
171,Human,MDvsMIP/MJP,together,6
172,Human,MDvsMIP/MJP,together,8
172,Human,MDvsMIP/MJP,together,0
172,Human,FAVvsP,opposed,5
172,Human,FAVvsMJP,opposed,7
172,Human,FAVvsMJP,together,5
172,Human,FAVvsP,opposed,6
172,Human,FAVvsMJP,opposed,6
172,Human,FAVvsP,together,3
172,Human,MDvsMIP/MJP,opposed,6
172,Human,FAVvsMJP,together,6
172,Human,MDvsMIP/MJP,opposed,6
172,Human,FAVvsP,together,7
173,Human,FAVvsMJP,opposed,6
173,Human,MDvsMIP/MJP,opposed,0
173,Human,MDvsMIP/MJP,together,0
173,Human,FAVvsP,together,0
173,Human,FAVvsMJP,opposed,6
173,Human,FAVvsMJP,together,6
173,Human,FAVvsP,opposed,0
173,Human,MDvsMIP/MJP,together,0
173,Human,FAVvsMJP,together,6
173,Human,FAVvsP,opposed,0
173,Human,MDvsMIP/MJP,opposed,0
173,Human,FAVvsP,together,0
174,Human,FAVvsMJP,together,0
174,Human,FAVvsP,together,0
174,Human,MDvsMIP/MJP,together,0
174,Human,FAVvsMJP,opposed,12
174,Human,MDvsMIP/MJP,opposed,6
174,Human,FAVvsMJP,together,6
174,Human,MDvsMIP/MJP,together,6
174,Human,FAVvsP,together,0
174,Human,FAVvsP,opposed,0
174,Human,FAVvsP,opposed,0
174,Human,FAVvsMJP,opposed,6
174,Human,MDvsMIP/MJP,opposed,6
175,Human,FAVvsP,together,8
175,Human,FAVvsP,together,0
175,Human,FAVvsMJP,opposed,10
175,Human,MDvsMIP/MJP,together,8
175,Human,MDvsMIP/MJP,together,0
175,Human,MDvsMIP/MJP,opposed,4
175,Human,FAVvsP,opposed,7
175,Human,FAVvsP,opposed,9
175,Human,MDvsMIP/MJP,opposed,4
175,Human,FAVvsMJP,together,12
175,Human,FAVvsMJP,opposed,6
175,Human,FAVvsMJP,together,4
176,Human,FAVvsMJP,together,7
176,Human,FAVvsP,opposed,7
176,Human,MDvsMIP/MJP,opposed,8
176,Human,FAVvsP,together,4
176,Human,FAVvsMJP,opposed,5
176,Human,FAVvsMJP,together,2
176,Human,FAVvsP,together,7
176,Human,MDvsMIP/MJP,together,7
176,Human,FAVvsP,opposed,2
176,Human,MDvsMIP/MJP,opposed,7
176,Human,FAVvsMJP,opposed,5
176,Human,MDvsMIP/MJP,together,7
177,Human,FAVvsP,together,0
177,Human,MDvsMIP/MJP,opposed,7
177,Human,FAVvsMJP,opposed,7
177,Human,FAVvsP,together,0
177,Human,MDvsMIP/MJP,together,5
177,Human,FAVvsMJP,together,5
177,Human,FAVvsMJP,opposed,7
177,Human,MDvsMIP/MJP,together,1
177,Human,FAVvsMJP,together,5
177,Human,MDvsMIP/MJP,opposed,9
177,Human,FAVvsP,opposed,2
177,Human,FAVvsP,opposed,1
178,Human,FAVvsMJP,together,4
178,Human,MDvsMIP/MJP,opposed,7
178,Human,FAVvsMJP,together,7
178,Human,MDvsMIP/MJP,opposed,4
178,Human,FAVvsMJP,opposed,9
178,Human,MDvsMIP/MJP,together,2
178,Human,FAVvsP,together,7
178,Human,FAVvsP,opposed,9
178,Human,FAVvsP,opposed,10
178,Human,FAVvsMJP,opposed,8
178,Human,MDvsMIP/MJP,together,3
178,Human,FAVvsP,together,2
179,Human,MDvsMIP/MJP,together,0
179,Human,FAVvsP,opposed,0
179,Human,MDvsMIP/MJP,opposed,0
179,Human,FAVvsMJP,together,0
179,Human,MDvsMIP/MJP,together,0
179,Human,FAVvsP,together,0
179,Human,FAVvsMJP,opposed,6
179,Human,FAVvsP,opposed,0
179,Human,FAVvsMJP,opposed,12
179,Human,FAVvsMJP,together,0
179,Human,MDvsMIP/MJP,opposed,0
179,Human,FAVvsP,together,0
180,Human,MDvsMIP/MJP,together,0
180,Human,MDvsMIP/MJP,opposed,6
180,Human,MDvsMIP/MJP,opposed,6
180,Human,FAVvsP,together,0
180,Human,FAVvsP,together,0
180,Human,MDvsMIP/MJP,together,0
180,Human,FAVvsP,opposed,12
180,Human,FAVvsMJP,together,0
180,Human,FAVvsMJP,opposed,12
180,Human,FAVvsP,opposed,12
180,Human,FAVvsMJP,together,0
180,Human,FAVvsMJP,opposed,12
181,Human,MDvsMIP/MJP,opposed,0
181,Human,FAVvsP,opposed,3
181,Human,MDvsMIP/MJP,opposed,0
181,Human,FAVvsP,together,0
181,Human,FAVvsMJP,opposed,6
