pid,group,matrix_name,condition,response
60,AI,FAVvsMJP,together,1
61,AI,MDvsMIP/MJP,together,0
61,AI,FAVvsMJP,opposed,12
61,AI,FAVvsMJP,together,0
61,AI,MDvsMIP/MJP,opposed,0
61,AI,FAVvsP,together,0
61,AI,FAVvsP,opposed,12
61,AI,MDvsMIP/MJP,opposed,0
61,AI,FAVvsP,together,0
61,AI,FAVvsMJP,opposed,12
61,AI,FAVvsMJP,together,0
61,AI,MDvsMIP/MJP,together,0
61,AI,FAVvsP,opposed,0
62,AI,FAVvsP,together,12
62,AI,FAVvsMJP,opposed,7
62,AI,FAVvsMJP,opposed,5
62,AI,FAVvsP,opposed,0
62,AI,MDvsMIP/MJP,opposed,12
62,AI,MDvsMIP/MJP,together,12
62,AI,FAVvsP,together,6
62,AI,FAVvsMJP,together,10
62,AI,MDvsMIP/MJP,together,8
62,AI,FAVvsP,opposed,12
62,AI,MDvsMIP/MJP,opposed,0
62,AI,FAVvsMJP,together,3
63,AI,FAVvsMJP,opposed,9
63,AI,FAVvsP,opposed,5
63,AI,FAVvsP,together,4
63,AI,FAVvsP,opposed,5
63,AI,MDvsMIP/MJP,together,8
63,AI,MDvsMIP/MJP,together,6
63,AI,MDvsMIP/MJP,opposed,5
63,AI,MDvsMIP/MJP,opposed,7
63,AI,FAVvsMJP,together,8
63,AI,FAVvsMJP,together,3
63,AI,FAVvsP,together,6
63,AI,FAVvsMJP,opposed,8
64,AI,MDvsMIP/MJP,opposed,0
64,AI,FAVvsP,opposed,4
64,AI,FAVvsMJP,opposed,3
64,AI,FAVvsP,together,8
64,AI,FAVvsMJP,together,2
64,AI,MDvsMIP/MJP,opposed,1
64,AI,FAVvsP,opposed,4
64,AI,FAVvsMJP,together,11
64,AI,MDvsMIP/MJP,together,1
64,AI,FAVvsMJP,opposed,7
64,AI,MDvsMIP/MJP,together,5
64,AI,FAVvsP,together,0
65,AI,FAVvsP,opposed,11
65,AI,MDvsMIP/MJP,opposed,0
65,AI,FAVvsP,together,0
65,AI,MDvsMIP/MJP,opposed,0
65,AI,FAVvsP,opposed,12
65,AI,MDvsMIP/MJP,together,0
65,AI,FAVvsP,together,0
65,AI,MDvsMIP/MJP,together,0
65,AI,FAVvsMJP,opposed,12
65,AI,FAVvsMJP,together,0
65,AI,FAVvsMJP,opposed,12
65,AI,FAVvsMJP,together,0
66,AI,FAVvsMJP,together,5
66,AI,FAVvsP,opposed,5
66,AI,MDvsMIP/MJP,opposed,10
66,AI,MDvsMIP/MJP,together,7
66,AI,FAVvsMJP,opposed,4
66,AI,MDvsMIP/MJP,together,3
66,AI,FAVvsP,together,6
66,AI,FAVvsMJP,together,5
66,AI,FAVvsP,opposed,9
66,AI,MDvsMIP/MJP,opposed,7
66,AI,FAVvsMJP,opposed,7
66,AI,FAVvsP,together,2
67,AI,MDvsMIP/MJP,together,0
67,AI,FAVvsP,opposed,12
67,AI,FAVvsP,opposed,12
67,AI,FAVvsMJP,opposed,12
67,AI,FAVvsMJP,opposed,12
67,AI,FAVvsP,together,0
67,AI,FAVvsMJP,together,6
67,AI,FAVvsP,together,1
67,AI,FAVvsMJP,together,0
67,AI,MDvsMIP/MJP,opposed,4
67,AI,MDvsMIP/MJP,opposed,6
67,AI,MDvsMIP/MJP,together,0
68,AI,MDvsMIP/MJP,opposed,0
68,AI,FAVvsMJP,opposed,12
68,AI,FAVvsMJP,together,0
68,AI,MDvsMIP/MJP,together,0
68,AI,MDvsMIP/MJP,together,0
68,AI,FAVvsP,together,0
68,AI,FAVvsP,opposed,12
68,AI,FAVvsMJP,together,6
68,AI,FAVvsMJP,opposed,12
68,AI,FAVvsP,together,0
68,AI,MDvsMIP/MJP,opposed,0
68,AI,FAVvsP,opposed,12
69,AI,FAVvsP,together,0
69,AI,MDvsMIP/MJP,opposed,12
69,AI,FAVvsP,opposed,12
69,AI,FAVvsMJP,together,0
69,AI,FAVvsMJP,opposed,12
69,AI,FAVvsP,opposed,12
69,AI,FAVvsMJP,opposed,12
69,AI,MDvsMIP/MJP,together,0
69,AI,FAVvsP,together,0
69,AI,MDvsMIP/MJP,together,0
69,AI,FAVvsMJP,together,0
69,AI,MDvsMIP/MJP,opposed,0
70,AI,MDvsMIP/MJP,opposed,0
70,AI,MDvsMIP/MJP,opposed,0
70,AI,FAVvsMJP,opposed,7
70,AI,FAVvsMJP,opposed,7
70,AI,FAVvsP,opposed,7
70,AI,FAVvsP,together,0
70,AI,MDvsMIP/MJP,together,0
70,AI,MDvsMIP/MJP,together,0
70,AI,FAVvsP,together,0
70,AI,FAVvsP,opposed,5
70,AI,FAVvsMJP,together,3
70,AI,FAVvsMJP,together,4
71,AI,FAVvsP,together,3
71,AI,FAVvsP,together,0
71,AI,MDvsMIP/MJP,opposed,0
71,AI,MDvsMIP/MJP,opposed,0
71,AI,FAVvsMJP,together,0
71,AI,FAVvsP,opposed,9
71,AI,FAVvsMJP,opposed,3
71,AI,FAVvsP,opposed,3
71,AI,MDvsMIP/MJP,together,1
71,AI,FAVvsMJP,together,2
71,AI,MDvsMIP/MJP,together,2
71,AI,FAVvsMJP,opposed,5
72,AI,FAVvsP,together,0
72,AI,FAVvsP,opposed,12
72,AI,MDvsMIP/MJP,opposed,0
72,AI,FAVvsMJP,opposed,10
72,AI,FAVvsMJP,opposed,6
72,AI,FAVvsMJP,together,1
72,AI,FAVvsP,opposed,5
72,AI,MDvsMIP/MJP,together,6
72,AI,MDvsMIP/MJP,opposed,0
72,AI,FAVvsMJP,together,3
72,AI,FAVvsP,together,0
72,AI,MDvsMIP/MJP,together,0
73,AI,FAVvsMJP,together,0
73,AI,MDvsMIP/MJP,opposed,0
73,AI,FAVvsP,together,0
73,AI,FAVvsMJP,opposed,12
73,AI,MDvsMIP/MJP,together,0
73,AI,FAVvsMJP,together,0
73,AI,FAVvsP,together,0
73,AI,MDvsMIP/MJP,opposed,0
73,AI,FAVvsP,opposed,12
73,AI,FAVvsP,opposed,12
73,AI,FAVvsMJP,opposed,12
73,AI,MDvsMIP/MJP,together,0
74,AI,FAVvsMJP,together,2
74,AI,MDvsMIP/MJP,together,2
74,AI,FAVvsP,opposed,3
74,AI,MDvsMIP/MJP,together,4
74,AI,FAVvsP,together,0
74,AI,MDvsMIP/MJP,opposed,9
74,AI,FAVvsMJP,opposed,8
74,AI,MDvsMIP/MJP,opposed,6
74,AI,FAVvsP,opposed,4
74,AI,FAVvsMJP,opposed,9
74,AI,FAVvsMJP,together,4
74,AI,FAVvsP,together,0
75,AI,FAVvsP,opposed,5
75,AI,FAVvsP,opposed,5
75,AI,FAVvsMJP,opposed,9
75,AI,FAVvsP,together,0
75,AI,FAVvsMJP,together,3
75,AI,MDvsMIP/MJP,opposed,7
75,AI,MDvsMIP/MJP,together,4
75,AI,FAVvsP,together,0
75,AI,FAVvsMJP,together,6
75,AI,MDvsMIP/MJP,opposed,8
75,AI,MDvsMIP/MJP,together,5
75,AI,FAVvsMJP,opposed,9
76,AI,MDvsMIP/MJP,opposed,2
76,AI,FAVvsMJP,together,2
76,AI,FAVvsP,opposed,9
76,AI,FAVvsMJP,together,2
76,AI,FAVvsP,together,0
76,AI,MDvsMIP/MJP,together,0
76,AI,FAVvsMJP,opposed,10
76,AI,FAVvsP,together,0
76,AI,FAVvsMJP,opposed,11
76,AI,MDvsMIP/MJP,opposed,2
76,AI,FAVvsP,opposed,10
76,AI,MDvsMIP/MJP,together,1
77,AI,MDvsMIP/MJP,together,0
77,AI,FAVvsP,opposed,12
77,AI,FAVvsP,together,0
77,AI,MDvsMIP/MJP,opposed,6
77,AI,MDvsMIP/MJP,opposed,0
77,AI,FAVvsMJP,opposed,12
77,AI,FAVvsP,together,0
77,AI,FAVvsMJP,opposed,12
77,AI,FAVvsMJP,together,0
77,AI,MDvsMIP/MJP,together,0
77,AI,FAVvsP,opposed,12
77,AI,FAVvsMJP,together,6
78,AI,MDvsMIP/MJP,together,0
78,AI,MDvsMIP/MJP,opposed,12
78,AI,FAVvsP,together,0
78,AI,FAVvsMJP,opposed,12
78,AI,MDvsMIP/MJP,together,0
78,AI,FAVvsP,opposed,12
78,AI,FAVvsMJP,opposed,12
78,AI,FAVvsP,opposed,12
78,AI,FAVvsMJP,together,0
78,AI,FAVvsMJP,together,0
78,AI,FAVvsP,together,0
78,AI,MDvsMIP/MJP,opposed,12
79,AI,MDvsMIP/MJP,opposed,9
79,AI,FAVvsMJP,together,6
79,AI,FAVvsP,opposed,8
79,AI,FAVvsP,together,7
79,AI,FAVvsP,opposed,7
79,AI,MDvsMIP/MJP,together,0
79,AI,MDvsMIP/MJP,opposed,10
79,AI,FAVvsP,together,0
79,AI,MDvsMIP/MJP,together,2
79,AI,FAVvsMJP,together,2
79,AI,FAVvsMJP,opposed,9
79,AI,FAVvsMJP,opposed,11
80,AI,FAVvsMJP,together,7
80,AI,FAVvsP,together,1
80,AI,MDvsMIP/MJP,opposed,10
80,AI,FAVvsMJP,opposed,5
80,AI,MDvsMIP/MJP,together,9
80,AI,FAVvsP,opposed,0
80,AI,FAVvsP,together,9
80,AI,FAVvsMJP,together,10
80,AI,MDvsMIP/MJP,together,11
80,AI,FAVvsP,opposed,2
80,AI,FAVvsMJP,opposed,2
80,AI,MDvsMIP/MJP,opposed,7
81,AI,FAVvsP,opposed,12
81,AI,FAVvsP,together,0
81,AI,FAVvsP,opposed,12
81,AI,MDvsMIP/MJP,together,0
81,AI,MDvsMIP/MJP,opposed,0
81,AI,MDvsMIP/MJP,together,0
81,AI,FAVvsMJP,opposed,12
81,AI,FAVvsP,together,0
81,AI,MDvsMIP/MJP,opposed,0
81,AI,FAVvsMJP,opposed,12
81,AI,FAVvsMJP,together,0
81,AI,FAVvsMJP,together,0
82,AI,MDvsMIP/MJP,opposed,8
82,AI,FAVvsMJP,opposed,7
82,AI,FAVvsP,together,0
82,AI,MDvsMIP/MJP,opposed,7
82,AI,FAVvsP,together,0
82,AI,FAVvsMJP,together,2
82,AI,FAVvsP,opposed,6
82,AI,FAVvsMJP,opposed,7
82,AI,FAVvsMJP,together,4
82,AI,MDvsMIP/MJP,together,4
82,AI,MDvsMIP/MJP,together,3
82,AI,FAVvsP,opposed,4
83,AI,FAVvsP,opposed,0
83,AI,FAVvsMJP,together,3
83,AI,FAVvsP,opposed,1
83,AI,FAVvsMJP,opposed,6
83,AI,MDvsMIP/MJP,opposed,5
83,AI,FAVvsMJP,together,6
83,AI,MDvsMIP/MJP,opposed,6
83,AI,FAVvsP,together,0
83,AI,MDvsMIP/MJP,together,6
83,AI,MDvsMIP/MJP,together,0
83,AI,FAVvsMJP,opposed,6
83,AI,FAVvsP,together,0
84,AI,MDvsMIP/MJP,together,6
84,AI,FAVvsP,opposed,11
84,AI,FAVvsP,together,9
84,AI,MDvsMIP/MJP,together,5
84,AI,FAVvsMJP,opposed,0
84,AI,FAVvsMJP,opposed,2
84,AI,MDvsMIP/MJP,opposed,5
84,AI,MDvsMIP/MJP,opposed,1
84,AI,FAVvsP,together,7
84,AI,FAVvsP,opposed,11
84,AI,FAVvsMJP,together,12
84,AI,FAVvsMJP,together,6
85,AI,FAVvsP,opposed,1
85,AI,MDvsMIP/MJP,together,12
85,AI,FAVvsMJP,together,6
85,AI,FAVvsP,opposed,6
85,AI,FAVvsMJP,together,12
85,AI,FAVvsMJP,opposed,5
85,AI,MDvsMIP/MJP,together,6
85,AI,FAVvsP,together,12
85,AI,MDvsMIP/MJP,opposed,6
85,AI,MDvsMIP/MJP,opposed,6
85,AI,FAVvsP,together,12
85,AI,FAVvsMJP,opposed,0
86,AI,MDvsMIP/MJP,together,0
86,AI,FAVvsP,together,0
86,AI,MDvsMIP/MJP,opposed,0
86,AI,FAVvsMJP,together,0
86,AI,FAVvsP,opposed,0
86,AI,MDvsMIP/MJP,together,0
86,AI,FAVvsMJP,together,0
86,AI,FAVvsMJP,opposed,6
86,AI,MDvsMIP/MJP,opposed,0
86,AI,FAVvsMJP,opposed,12
86,AI,FAVvsP,together,0
86,AI,FAVvsP,opposed,0
87,AI,FAVvsMJP,opposed,7
87,AI,MDvsMIP/MJP,opposed,6
87,AI,MDvsMIP/MJP,together,2
87,AI,MDvsMIP/MJP,together,7
87,AI,MDvsMIP/MJP,opposed,4
87,AI,FAVvsMJP,together,5
87,AI,FAVvsP,opposed,7
87,AI,FAVvsP,opposed,7
87,AI,FAVvsMJP,together,4
87,AI,FAVvsP,together,5
87,AI,FAVvsP,together,6
87,AI,FAVvsMJP,opposed,5
88,AI,FAVvsP,opposed,8
88,AI,MDvsMIP/MJP,opposed,1
88,AI,FAVvsP,together,6
88,AI,MDvsMIP/MJP,together,3
88,AI,FAVvsMJP,together,3
88,AI,FAVvsP,together,6
88,AI,FAVvsMJP,together,5
88,AI,FAVvsMJP,opposed,7
88,AI,FAVvsP,opposed,7
88,AI,FAVvsMJP,opposed,3
88,AI,MDvsMIP/MJP,opposed,1
88,AI,MDvsMIP/MJP,together,4
89,AI,FAVvsP,opposed,6
89,AI,FAVvsMJP,together,8
89,AI,FAVvsMJP,opposed,0
89,AI,FAVvsP,together,6
89,AI,MDvsMIP/MJP,opposed,1
89,AI,FAVvsMJP,opposed,0
89,AI,FAVvsP,together,12
89,AI,MDvsMIP/MJP,opposed,11
89,AI,FAVvsP,opposed,0
89,AI,FAVvsMJP,together,0
89,AI,MDvsMIP/MJP,together,0
89,AI,MDvsMIP/MJP,together,7
90,AI,FAVvsMJP,together,12
90,AI,MDvsMIP/MJP,opposed,1
90,AI,MDvsMIP/MJP,together,4
90,AI,MDvsMIP/MJP,opposed,4
90,AI,FAVvsMJP,opposed,12
90,AI,FAVvsP,together,7
90,AI,FAVvsMJP,together,4
90,AI,FAVvsP,together,6
90,AI,FAVvsP,opposed,11
90,AI,FAVvsP,opposed,6
90,AI,FAVvsMJP,opposed,4
90,AI,MDvsMIP/MJP,together,4
91,AI,FAVvsP,together,6
91,AI,MDvsMIP/MJP,opposed,3
91,AI,MDvsMIP/MJP,opposed,3
91,AI,MDvsMIP/MJP,together,0
91,AI,MDvsMIP/MJP,together,6
91,AI,FAVvsP,opposed,4
91,AI,FAVvsMJP,opposed,1
91,AI,FAVvsMJP,together,12
91,AI,FAVvsP,opposed,1
91,AI,FAVvsP,together,10
91,AI,FAVvsMJP,together,11
91,AI,FAVvsMJP,opposed,3
92,AI,FAVvsMJP,together,2
92,AI,FAVvsP,together,3
92,AI,FAVvsMJP,opposed,9
92,AI,MDvsMIP/MJP,opposed,10
92,AI,FAVvsP,opposed,9
92,AI,FAVvsMJP,together,3
92,AI,MDvsMIP/MJP,opposed,2
92,AI,FAVvsP,together,2
92,AI,FAVvsP,opposed,3
92,AI,FAVvsMJP,opposed,10
92,AI,MDvsMIP/MJP,together,3
92,AI,MDvsMIP/MJP,together,2
93,AI,FAVvsP,opposed,0
93,AI,MDvsMIP/MJP,opposed,0
93,AI,FAVvsP,together,0
93,AI,FAVvsMJP,opposed,6
93,AI,FAVvsMJP,together,3
93,AI,FAVvsMJP,together,6
93,AI,FAVvsP,opposed,0
93,AI,FAVvsP,together,0
93,AI,MDvsMIP/MJP,opposed,3
93,AI,FAVvsMJP,opposed,6
93,AI,MDvsMIP/MJP,together,2
93,AI,MDvsMIP/MJP,together,7
94,AI,FAVvsMJP,together,0
94,AI,FAVvsP,together,0
94,AI,FAVvsMJP,together,0
94,AI,FAVvsMJP,opposed,12
94,AI,FAVvsP,opposed,12
94,AI,FAVvsP,opposed,12
94,AI,MDvsMIP/MJP,together,0
94,AI,MDvsMIP/MJP,opposed,0
94,AI,FAVvsP,together,0
94,AI,FAVvsMJP,opposed,12
94,AI,MDvsMIP/MJP,opposed,0
94,AI,MDvsMIP/MJP,together,3
95,AI,FAVvsMJP,opposed,7
95,AI,FAVvsP,opposed,8
95,AI,MDvsMIP/MJP,together,5
95,AI,FAVvsMJP,opposed,7
95,AI,FAVvsP,together,8
95,AI,FAVvsP,together,6
95,AI,FAVvsMJP,together,6
95,AI,MDvsMIP/MJP,opposed,8
95,AI,FAVvsMJP,together,5
95,AI,MDvsMIP/MJP,together,6
95,AI,FAVvsP,opposed,7
95,AI,MDvsMIP/MJP,opposed,7
96,Human,MDvsMIP/MJP,opposed,0
96,Human,FAVvsP,opposed,12
96,Human,FAVvsP,opposed,0
96,Human,FAVvsMJP,together,0
96,Human,MDvsMIP/MJP,together,0
96,Human,FAVvsMJP,opposed,12
96,Human,FAVvsP,together,0
96,Human,MDvsMIP/MJP,together,0
96,Human,FAVvsMJP,together,12
96,Human,MDvsMIP/MJP,opposed,0
96,Human,FAVvsP,together,0
96,Human,FAVvsMJP,opposed,12
97,Human,FAVvsMJP,opposed,6
97,Human,MDvsMIP/MJP,opposed,0
97,Human,FAVvsMJP,together,6
97,Human,FAVvsP,together,0
97,Human,MDvsMIP/MJP,opposed,0
97,Human,FAVvsMJP,opposed,6
97,Human,MDvsMIP/MJP,together,0
97,Human,FAVvsMJP,together,6
97,Human,FAVvsP,together,0
97,Human,FAVvsP,opposed,0
97,Human,FAVvsP,opposed,0
97,Human,MDvsMIP/MJP,together,0
98,Human,FAVvsP,opposed,12
98,Human,MDvsMIP/MJP,together,0
98,Human,FAVvsMJP,together,0
98,Human,FAVvsP,together,0
98,Human,FAVvsP,opposed,12
98,Human,FAVvsMJP,opposed,12
98,Human,MDvsMIP/MJP,together,0
98,Human,FAVvsP,together,0
98,Human,FAVvsMJP,together,0
98,Human,FAVvsMJP,opposed,12
98,Human,MDvsMIP/MJP,opposed,6
98,Human,MDvsMIP/MJP,opposed,6
99,Human,FAVvsP,together,1
99,Human,MDvsMIP/MJP,opposed,9
99,Human,FAVvsMJP,together,0
99,Human,MDvsMIP/MJP,opposed,5
99,Human,FAVvsP,opposed,12
99,Human,FAVvsP,opposed,12
99,Human,MDvsMIP/MJP,together,0
99,Human,FAVvsMJP,opposed,12
99,Human,FAVvsMJP,together,0
99,Human,FAVvsP,together,0
99,Human,FAVvsMJP,opposed,12
99,Human,MDvsMIP/MJP,together,0
100,Human,MDvsMIP/MJP,together,0
100,Human,MDvsMIP/MJP,together,0
100,Human,FAVvsP,together,0
100,Human,FAVvsMJP,together,4
100,Human,FAVvsP,opposed,5
100,Human,FAVvsMJP,opposed,6
100,Human,FAVvsMJP,opposed,9
100,Human,FAVvsP,opposed,5
100,Human,FAVvsP,together,4
100,Human,MDvsMIP/MJP,opposed,0
100,Human,FAVvsMJP,together,4
100,Human,MDvsMIP/MJP,opposed,0
101,Human,FAVvsP,together,3
101,Human,FAVvsMJP,opposed,6
101,Human,FAVvsMJP,together,6
101,Human,FAVvsMJP,opposed,7
101,Human,FAVvsP,opposed,0
101,Human,MDvsMIP/MJP,together,6
101,Human,MDvsMIP/MJP,together,6
101,Human,FAVvsP,together,0
101,Human,MDvsMIP/MJP,opposed,6
101,Human,MDvsMIP/MJP,opposed,6
101,Human,FAVvsP,opposed,0
101,Human,FAVvsMJP,together,6
102,Human,MDvsMIP/MJP,together,9
102,Human,FAVvsP,opposed,8
102,Human,MDvsMIP/MJP,opposed,9
102,Human,FAVvsMJP,together,11
102,Human,FAVvsP,opposed,0
102,Human,FAVvsMJP,together,0
102,Human,MDvsMIP/MJP,opposed,11
102,Human,MDvsMIP/MJP,together,10
102,Human,FAVvsMJP,opposed,1
102,Human,FAVvsMJP,opposed,3
102,Human,FAVvsP,together,11
102,Human,FAVvsP,together,9
103,Human,FAVvsMJP,opposed,6
103,Human,FAVvsMJP,opposed,7
103,Human,FAVvsP,opposed,2
103,Human,MDvsMIP/MJP,opposed,0
103,Human,MDvsMIP/MJP,together,0
103,Human,FAVvsP,together,2
103,Human,FAVvsP,opposed,6
103,Human,FAVvsP,together,0
103,Human,MDvsMIP/MJP,opposed,0
103,Human,MDvsMIP/MJP,together,0
103,Human,FAVvsMJP,together,4
103,Human,FAVvsMJP,together,3
104,Human,MDvsMIP/MJP,opposed,0
104,Human,MDvsMIP/MJP,together,4
104,Human,FAVvsMJP,together,4
104,Human,FAVvsP,together,5
104,Human,MDvsMIP/MJP,opposed,0
104,Human,FAVvsMJP,opposed,12
104,Human,FAVvsP,opposed,12
104,Human,FAVvsP,opposed,4
104,Human,FAVvsP,together,0
104,Human,FAVvsMJP,opposed,12
104,Human,MDvsMIP/MJP,together,3
104,Human,FAVvsMJP,together,0
105,Human,FAVvsMJP,together,0
105,Human,MDvsMIP/MJP,together,3
105,Human,MDvsMIP/MJP,opposed,3
105,Human,FAVvsP,opposed,12
105,Human,FAVvsMJP,opposed,12
105,Human,FAVvsMJP,opposed,7
105,Human,FAVvsP,together,12
105,Human,FAVvsMJP,together,0
105,Human,MDvsMIP/MJP,opposed,2
105,Human,MDvsMIP/MJP,together,0
105,Human,FAVvsP,opposed,12
105,Human,FAVvsP,together,0
106,Human,MDvsMIP/MJP,opposed,0
106,Human,FAVvsP,opposed,7
106,Human,MDvsMIP/MJP,together,7
106,Human,MDvsMIP/MJP,opposed,9
106,Human,FAVvsMJP,opposed,11
106,Human,FAVvsP,opposed,1
106,Human,FAVvsMJP,together,9
106,Human,MDvsMIP/MJP,together,7
106,Human,FAVvsP,together,1
106,Human,FAVvsP,together,2
106,Human,FAVvsMJP,together,8
106,Human,FAVvsMJP,opposed,11
107,Human,FAVvsP,together,0
107,Human,MDvsMIP/MJP,opposed,1
107,Human,MDvsMIP/MJP,opposed,0
107,Human,FAVvsP,opposed,0
107,Human,FAVvsP,opposed,2
107,Human,MDvsMIP/MJP,together,0
107,Human,FAVvsMJP,opposed,6
107,Human,FAVvsP,together,0
107,Human,MDvsMIP/MJP,together,0
107,Human,FAVvsMJP,together,5
107,Human,FAVvsMJP,opposed,6
107,Human,FAVvsMJP,together,6
108,Human,FAVvsMJP,together,4
108,Human,MDvsMIP/MJP,opposed,4
108,Human,FAVvsP,together,2
108,Human,FAVvsMJP,opposed,8
108,Human,MDvsMIP/MJP,together,0
108,Human,FAVvsP,opposed,7
108,Human,MDvsMIP/MJP,opposed,0
108,Human,MDvsMIP/MJP,together,0
108,Human,FAVvsMJP,opposed,7
108,Human,FAVvsP,together,0
108,Human,FAVvsMJP,together,0
108,Human,FAVvsP,opposed,10
109,Human,FAVvsMJP,opposed,10
109,Human,MDvsMIP/MJP,opposed,0
109,Human,FAVvsP,opposed,9
109,Human,FAVvsP,together,2
109,Human,MDvsMIP/MJP,together,1
109,Human,MDvsMIP/MJP,together,0
109,Human,MDvsMIP/MJP,opposed,6
109,Human,FAVvsMJP,opposed,6
109,Human,FAVvsMJP,together,5
109,Human,FAVvsP,together,2
109,Human,FAVvsP,opposed,7
109,Human,FAVvsMJP,together,2
110,Human,MDvsMIP/MJP,together,0
110,Human,FAVvsP,opposed,0
110,Human,MDvsMIP/MJP,opposed,0
110,Human,FAVvsP,opposed,5
110,Human,FAVvsMJP,together,6
110,Human,MDvsMIP/MJP,together,6
110,Human,FAVvsMJP,opposed,5
110,Human,FAVvsP,together,0
110,Human,FAVvsP,together,1
110,Human,MDvsMIP/MJP,opposed,0
110,Human,FAVvsMJP,together,6
110,Human,FAVvsMJP,opposed,6
111,Human,FAVvsMJP,opposed,10
111,Human,FAVvsP,together,1
111,Human,MDvsMIP/MJP,together,5
111,Human,FAVvsMJP,together,3
111,Human,FAVvsMJP,opposed,12
111,Human,FAVvsP,opposed,8
111,Human,MDvsMIP/MJP,together,3
111,Human,FAVvsMJP,together,2
111,Human,FAVvsP,opposed,9
111,Human,MDvsMIP/MJP,opposed,1
111,Human,FAVvsP,together,0
111,Human,MDvsMIP/MJP,opposed,2
112,Human,FAVvsMJP,together,5
112,Human,FAVvsP,together,0
112,Human,MDvsMIP/MJP,together,4
112,Human,MDvsMIP/MJP,opposed,9
112,Human,MDvsMIP/MJP,opposed,10
112,Human,FAVvsMJP,opposed,7
112,Human,FAVvsP,opposed,2
112,Human,FAVvsP,together,2
112,Human,FAVvsP,opposed,2
112,Human,FAVvsMJP,together,4
112,Human,FAVvsMJP,opposed,8
112,Human,MDvsMIP/MJP,together,6
113,Human,FAVvsP,together,0
113,Human,MDvsMIP/MJP,opposed,0
113,Human,FAVvsMJP,together,0
113,Human,FAVvsP,opposed,12
113,Human,FAVvsMJP,together,6
113,Human,MDvsMIP/MJP,opposed,0
113,Human,FAVvsMJP,opposed,12
113,Human,FAVvsMJP,opposed,6
113,Human,MDvsMIP/MJP,together,6
113,Human,MDvsMIP/MJP,together,6
113,Human,FAVvsP,together,0
113,Human,FAVvsP,opposed,4
114,Human,FAVvsMJP,opposed,8
114,Human,FAVvsMJP,together,2
114,Human,MDvsMIP/MJP,opposed,5
114,Human,FAVvsMJP,opposed,7
114,Human,FAVvsP,together,0
114,Human,FAVvsMJP,together,4
114,Human,MDvsMIP/MJP,together,0
114,Human,FAVvsP,opposed,5
114,Human,MDvsMIP/MJP,opposed,0
114,Human,MDvsMIP/MJP,together,0
114,Human,FAVvsP,opposed,0
114,Human,FAVvsP,together,0
115,Human,FAVvsP,opposed,1
115,Human,FAVvsMJP,together,6
115,Human,FAVvsP,together,0
115,Human,FAVvsMJP,opposed,7
115,Human,MDvsMIP/MJP,together,2
115,Human,FAVvsP,opposed,3
115,Human,MDvsMIP/MJP,together,3
115,Human,FAVvsMJP,together,5
115,Human,MDvsMIP/MJP,opposed,4
115,Human,MDvsMIP/MJP,opposed,7
115,Human,FAVvsP,together,0
115,Human,FAVvsMJP,opposed,7
116,Human,FAVvsP,opposed,4
116,Human,FAVvsMJP,opposed,8
116,Human,MDvsMIP/MJP,together,3
116,Human,FAVvsP,together,4
116,Human,MDvsMIP/MJP,opposed,0
116,Human,FAVvsP,opposed,5
116,Human,MDvsMIP/MJP,together,0
116,Human,FAVvsMJP,together,5
116,Human,FAVvsMJP,opposed,7
116,Human,MDvsMIP/MJP,opposed,0
116,Human,FAVvsP,together,2
116,Human,FAVvsMJP,together,4
117,Human,FAVvsP,opposed,6
117,Human,FAVvsMJP,opposed,8
117,Human,FAVvsP,opposed,0
117,Human,MDvsMIP/MJP,together,0
117,Human,MDvsMIP/MJP,together,0
117,Human,FAVvsMJP,together,4
117,Human,MDvsMIP/MJP,opposed,0
117,Human,FAVvsP,together,0
117,Human,MDvsMIP/MJP,opposed,0
117,Human,FAVvsP,together,0
117,Human,FAVvsMJP,opposed,7
117,Human,FAVvsMJP,together,2
118,Human,FAVvsMJP,together,0
118,Human,MDvsMIP/MJP,together,0
118,Human,FAVvsMJP,opposed,0
118,Human,FAVvsP,together,12
118,Human,FAVvsP,opposed,0
118,Human,FAVvsP,opposed,12
118,Human,FAVvsP,together,0
118,Human,MDvsMIP/MJP,opposed,0
118,Human,FAVvsMJP,opposed,12
118,Human,MDvsMIP/MJP,opposed,3
118,Human,FAVvsMJP,together,1
118,Human,MDvsMIP/MJP,together,0
119,Human,FAVvsP,opposed,12
119,Human,FAVvsP,together,3
119,Human,FAVvsMJP,together,0
119,Human,MDvsMIP/MJP,opposed,0
119,Human,FAVvsMJP,opposed,12
119,Human,FAVvsMJP,opposed,12
119,Human,MDvsMIP/MJP,together,0
119,Human,FAVvsP,together,0
119,Human,FAVvsP,opposed,11
119,Human,MDvsMIP/MJP,together,3
119,Human,MDvsMIP/MJP,opposed,1
119,Human,FAVvsMJP,together,0
120,Human,FAVvsMJP,opposed,9
120,Human,FAVvsMJP,together,2
120,Human,FAVvsMJP,opposed,11
120,Human,FAVvsP,opposed,6
120,Human,MDvsMIP/MJP,opposed,6
120,Human,FAVvsP,together,1
120,Human,MDvsMIP/MJP,opposed,3
120,Human,FAVvsMJP,together,3
120,Human,FAVvsP,opposed,6
120,Human,MDvsMIP/MJP,together,1
120,Human,MDvsMIP/MJP,together,0
120,Human,FAVvsP,together,0
121,Human,FAVvsMJP,together,6
121,Human,MDvsMIP/MJP,together,0
