pid,group,matrix_name,condition,n,mean,sd,sem
146,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
146,Human,MDvsMIP/MJP,together,2,4.5,2.1213203435596424,1.4999999999999998
146,Human,MDvsMIP/MJP,opposed,2,4,2.8284271247461903,2
146,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
146,Human,FAVvsP,opposed,2,0,0,0
147,Human,FAVvsMJP,together,2,0,0,0
147,Human,FAVvsMJP,opposed,2,12,0,0
147,Human,MDvsMIP/MJP,together,2,0,0,0
147,Human,MDvsMIP/MJP,opposed,2,0,0,0
147,Human,FAVvsP,together,2,0,0,0
147,Human,FAVvsP,opposed,2,12,0,0
148,Human,FAVvsMJP,together,2,0,0,0
148,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
148,Human,MDvsMIP/MJP,together,2,0,0,0
148,Human,MDvsMIP/MJP,opposed,2,0,0,0
148,Human,FAVvsP,together,2,0,0,0
148,Human,FAVvsP,opposed,2,9.5,3.5355339059327378,2.5
149,Human,FAVvsMJP,together,2,8,2.8284271247461903,2
149,Human,FAVvsMJP,opposed,2,6,7.0710678118654755,5
149,Human,MDvsMIP/MJP,together,2,9.5,0.7071067811865476,0.5
149,Human,MDvsMIP/MJP,opposed,2,5.5,4.949747468305833,3.4999999999999996
149,Human,FAVvsP,together,2,7,7.0710678118654755,5
149,Human,FAVvsP,opposed,2,6,1.4142135623730951,1
150,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
150,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
150,Human,MDvsMIP/MJP,together,2,0,0,0
150,Human,MDvsMIP/MJP,opposed,2,6,0,0
150,Human,FAVvsP,together,2,0,0,0
150,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
151,Human,FAVvsMJP,together,2,0,0,0
151,Human,FAVvsMJP,opposed,2,12,0,0
151,Human,MDvsMIP/MJP,together,2,0,0,0
151,Human,MDvsMIP/MJP,opposed,2,0,0,0
151,Human,FAVvsP,together,2,0,0,0
151,Human,FAVvsP,opposed,2,12,0,0
152,Human,FAVvsMJP,together,2,6.5,2.1213203435596424,1.4999999999999998
152,Human,FAVvsMJP,opposed,2,6,4.242640687119285,2.9999999999999996
152,Human,MDvsMIP/MJP,together,2,4.5,0.7071067811865476,0.5
152,Human,MDvsMIP/MJP,opposed,2,7,2.8284271247461903,2
152,Human,FAVvsP,together,2,6.5,0.7071067811865476,0.5
152,Human,FAVvsP,opposed,2,7.5,2.1213203435596424,1.4999999999999998
153,Human,FAVvsMJP,together,2,1.5,0.7071067811865476,0.5
153,Human,FAVvsMJP,opposed,2,9,1.4142135623730951,1
153,Human,MDvsMIP/MJP,together,2,0.5,0.7071067811865476,0.5
153,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
153,Human,FAVvsP,together,2,0,0,0
153,Human,FAVvsP,opposed,2,8,5.656854249492381,4
154,Human,FAVvsMJP,together,2,2.5,0.7071067811865476,0.5
154,Human,FAVvsMJP,opposed,2,6,0,0
154,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
154,Human,MDvsMIP/MJP,opposed,2,2.5,3.5355339059327378,2.5
154,Human,FAVvsP,together,2,1,1.4142135623730951,1
154,Human,FAVvsP,opposed,2,2,2.8284271247461903,2
155,Human,FAVvsMJP,together,2,6,0,0
155,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
155,Human,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
155,Human,MDvsMIP/MJP,opposed,2,4,2.8284271247461903,2
155,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
155,Human,FAVvsP,opposed,2,5,7.0710678118654755,5
156,Human,FAVvsMJP,together,2,4.5,0.7071067811865476,0.5
156,Human,FAVvsMJP,opposed,2,6,1.4142135623730951,1
156,Human,MDvsMIP/MJP,together,2,3.5,2.1213203435596424,1.4999999999999998
156,Human,MDvsMIP/MJP,opposed,2,5,4.242640687119285,2.9999999999999996
156,Human,FAVvsP,together,2,0,0,0
156,Human,FAVvsP,opposed,2,1.5,2.1213203435596424,1.4999999999999998
157,Human,FAVvsMJP,together,2,7.5,2.1213203435596424,1.4999999999999998
157,Human,FAVvsMJP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
157,Human,MDvsMIP/MJP,together,2,5.5,0.7071067811865476,0.5
157,Human,MDvsMIP/MJP,opposed,2,8,5.656854249492381,4
157,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
157,Human,FAVvsP,opposed,2,7,0,0
158,Human,FAVvsMJP,together,2,4,1.4142135623730951,1
158,Human,FAVvsMJP,opposed,2,8,0,0
158,Human,MDvsMIP/MJP,together,2,2.5,2.1213203435596424,1.4999999999999998
158,Human,MDvsMIP/MJP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
158,Human,FAVvsP,together,2,0,0,0
158,Human,FAVvsP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
159,Human,FAVvsMJP,together,2,8.5,4.949747468305833,3.4999999999999996
159,Human,FAVvsMJP,opposed,2,0,0,0
159,Human,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
159,Human,MDvsMIP/MJP,opposed,2,8,5.656854249492381,4
159,Human,FAVvsP,together,2,6.5,0.7071067811865476,0.5
159,Human,FAVvsP,opposed,2,10.5,2.1213203435596424,1.4999999999999998
160,Human,FAVvsMJP,together,2,0,0,0
160,Human,FAVvsMJP,opposed,2,12,0,0
160,Human,MDvsMIP/MJP,together,2,0,0,0
160,Human,MDvsMIP/MJP,opposed,2,0,0,0
160,Human,FAVvsP,together,2,0,0,0
160,Human,FAVvsP,opposed,2,12,0,0
161,Human,FAVvsMJP,together,2,5,2.8284271247461903,2
161,Human,FAVvsMJP,opposed,2,5,5.656854249492381,4
161,Human,MDvsMIP/MJP,together,2,5,1.4142135623730951,1
161,Human,MDvsMIP/MJP,opposed,2,9.5,0.7071067811865476,0.5
161,Human,FAVvsP,together,2,7,4.242640687119285,2.9999999999999996
161,Human,FAVvsP,opposed,2,5,4.242640687119285,2.9999999999999996
162,Human,FAVvsMJP,together,2,2.5,0.7071067811865476,0.5
162,Human,FAVvsMJP,opposed,2,1.5,2.1213203435596424,1.4999999999999998
162,Human,MDvsMIP/MJP,together,2,7.5,0.7071067811865476,0.5
162,Human,MDvsMIP/MJP,opposed,2,7.5,0.7071067811865476,0.5
162,Human,FAVvsP,together,2,9,4.242640687119285,2.9999999999999996
162,Human,FAVvsP,opposed,2,2,2.8284271247461903,2
163,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
163,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
163,Human,MDvsMIP/MJP,together,2,0,0,0
163,Human,MDvsMIP/MJP,opposed,2,0,0,0
163,Human,FAVvsP,together,2,0,0,0
163,Human,FAVvsP,opposed,2,0,0,0
164,Human,FAVvsMJP,together,2,6,0,0
164,Human,FAVvsMJP,opposed,2,6,0,0
164,Human,MDvsMIP/MJP,together,2,4.5,0.7071067811865476,0.5
164,Human,MDvsMIP/MJP,opposed,2,6,0,0
164,Human,FAVvsP,together,2,1.5,2.1213203435596424,1.4999999999999998
164,Human,FAVvsP,opposed,2,2.5,0.7071067811865476,0.5
165,Human,FAVvsMJP,together,2,8,1.4142135623730951,1
165,Human,FAVvsMJP,opposed,2,6,2.8284271247461903,2
165,Human,MDvsMIP/MJP,together,2,6.5,0.7071067811865476,0.5
165,Human,MDvsMIP/MJP,opposed,2,6.5,4.949747468305833,3.4999999999999996
165,Human,FAVvsP,together,2,4,2.8284271247461903,2
165,Human,FAVvsP,opposed,2,7,2.8284271247461903,2
166,Human,FAVvsMJP,together,2,3,1.4142135623730951,1
166,Human,FAVvsMJP,opposed,2,10.5,0.7071067811865476,0.5
166,Human,MDvsMIP/MJP,together,2,2,1.4142135623730951,1
166,Human,MDvsMIP/MJP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
166,Human,FAVvsP,together,2,0,0,0
166,Human,FAVvsP,opposed,2,3.5,0.7071067811865476,0.5
167,Human,FAVvsMJP,together,2,10,2.8284271247461903,2
167,Human,FAVvsMJP,opposed,2,1,1.4142135623730951,1
167,Human,MDvsMIP/MJP,together,2,10.5,2.1213203435596424,1.4999999999999998
167,Human,MDvsMIP/MJP,opposed,2,7,5.656854249492381,4
167,Human,FAVvsP,together,2,6,1.4142135623730951,1
167,Human,FAVvsP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
168,Human,FAVvsMJP,together,2,8,5.656854249492381,4
168,Human,FAVvsMJP,opposed,2,0,0,0
168,Human,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
168,Human,MDvsMIP/MJP,opposed,2,12,0,0
168,Human,FAVvsP,together,2,6,8.48528137423857,5.999999999999999
168,Human,FAVvsP,opposed,2,0,0,0
169,Human,FAVvsMJP,together,2,1.5,2.1213203435596424,1.4999999999999998
169,Human,FAVvsMJP,opposed,2,9.5,2.1213203435596424,1.4999999999999998
169,Human,MDvsMIP/MJP,together,2,0,0,0
169,Human,MDvsMIP/MJP,opposed,2,0,0,0
169,Human,FAVvsP,together,2,0,0,0
169,Human,FAVvsP,opposed,2,7.5,6.363961030678928,4.5
170,Human,FAVvsMJP,together,2,0,0,0
170,Human,FAVvsMJP,opposed,2,8.5,3.5355339059327378,2.5
170,Human,MDvsMIP/MJP,together,2,7.5,4.949747468305833,3.4999999999999996
170,Human,MDvsMIP/MJP,opposed,2,6,8.48528137423857,5.999999999999999
170,Human,FAVvsP,together,2,6.5,2.1213203435596424,1.4999999999999998
170,Human,FAVvsP,opposed,2,7.5,6.363961030678928,4.5
171,Human,FAVvsMJP,together,2,6,0,0
171,Human,FAVvsMJP,opposed,2,6,0,0
171,Human,MDvsMIP/MJP,together,2,6,0,0
171,Human,MDvsMIP/MJP,opposed,2,6,0,0
171,Human,FAVvsP,together,2,0,0,0
171,Human,FAVvsP,opposed,2,0,0,0
172,Human,FAVvsMJP,together,2,5.5,0.7071067811865476,0.5
172,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
172,Human,MDvsMIP/MJP,together,2,4,5.656854249492381,4
172,Human,MDvsMIP/MJP,opposed,2,6,0,0
172,Human,FAVvsP,together,2,5,2.8284271247461903,2
172,Human,FAVvsP,opposed,2,5.5,0.7071067811865476,0.5
173,Human,FAVvsMJP,together,2,6,0,0
173,Human,FAVvsMJP,opposed,2,6,0,0
173,Human,MDvsMIP/MJP,together,2,0,0,0
173,Human,MDvsMIP/MJP,opposed,2,0,0,0
173,Human,FAVvsP,together,2,0,0,0
173,Human,FAVvsP,opposed,2,0,0,0
174,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
174,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
174,Human,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
174,Human,MDvsMIP/MJP,opposed,2,6,0,0
174,Human,FAVvsP,together,2,0,0,0
174,Human,FAVvsP,opposed,2,0,0,0
175,Human,FAVvsMJP,together,2,8,5.656854249492381,4
175,Human,FAVvsMJP,opposed,2,8,2.8284271247461903,2
175,Human,MDvsMIP/MJP,together,2,4,5.656854249492381,4
175,Human,MDvsMIP/MJP,opposed,2,4,0,0
175,Human,FAVvsP,together,2,4,5.656854249492381,4
175,Human,FAVvsP,opposed,2,8,1.4142135623730951,1
176,Human,FAVvsMJP,together,2,4.5,3.5355339059327378,2.5
176,Human,FAVvsMJP,opposed,2,5,0,0
176,Human,MDvsMIP/MJP,together,2,7,0,0
176,Human,MDvsMIP/MJP,opposed,2,7.5,0.7071067811865476,0.5
176,Human,FAVvsP,together,2,5.5,2.1213203435596424,1.4999999999999998
176,Human,FAVvsP,opposed,2,4.5,3.5355339059327378,2.5
177,Human,FAVvsMJP,together,2,5,0,0
177,Human,FAVvsMJP,opposed,2,7,0,0
177,Human,MDvsMIP/MJP,together,2,3,2.8284271247461903,2
177,Human,MDvsMIP/MJP,opposed,2,8,1.4142135623730951,1
177,Human,FAVvsP,together,2,0,0,0
177,Human,FAVvsP,opposed,2,1.5,0.7071067811865476,0.5
178,Human,FAVvsMJP,together,2,5.5,2.1213203435596424,1.4999999999999998
178,Human,FAVvsMJP,opposed,2,8.5,0.7071067811865476,0.5
178,Human,MDvsMIP/MJP,together,2,2.5,0.7071067811865476,0.5
178,Human,MDvsMIP/MJP,opposed,2,5.5,2.1213203435596424,1.4999999999999998
178,Human,FAVvsP,together,2,4.5,3.5355339059327378,2.5
178,Human,FAVvsP,opposed,2,9.5,0.7071067811865476,0.5
179,Human,FAVvsMJP,together,2,0,0,0
179,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
179,Human,MDvsMIP/MJP,together,2,0,0,0
179,Human,MDvsMIP/MJP,opposed,2,0,0,0
179,Human,FAVvsP,together,2,0,0,0
179,Human,FAVvsP,opposed,2,0,0,0
180,Human,FAVvsMJP,together,2,0,0,0
180,Human,FAVvsMJP,opposed,2,12,0,0
180,Human,MDvsMIP/MJP,together,2,0,0,0
180,Human,MDvsMIP/MJP,opposed,2,6,0,0
180,Human,FAVvsP,together,2,0,0,0
180,Human,FAVvsP,opposed,2,12,0,0
181,Human,FAVvsMJP,together,2,6,0,0
181,Human,FAVvsMJP,opposed,2,6,0,0
181,Human,MDvsMIP/MJP,together,2,4.5,0.7071067811865476,0.5
181,Human,MDvsMIP/MJP,opposed,2,0,0,0
181,Human,FAVvsP,together,2,0,0,0
181,Human,FAVvsP,opposed,2,1.5,2.1213203435596424,1.4999999999999998
182,Human,FAVvsMJP,together,2,9.5,0.7071067811865476,0.5
182,Human,FAVvsMJP,opposed,2,8.5,4.949747468305833,3.4999999999999996
182,Human,MDvsMIP/MJP,together,2,6.5,6.363961030678928,4.5
182,Human,MDvsMIP/MJP,opposed,2,10,2.8284271247461903,2
182,Human,FAVvsP,together,2,10.5,0.7071067811865476,0.5
182,Human,FAVvsP,opposed,2,7,1.4142135623730951,1
183,Human,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
183,Human,FAVvsMJP,opposed,2,7,1.4142135623730951,1
183,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
183,Human,MDvsMIP/MJP,opposed,2,4.5,6.363961030678928,4.5
183,Human,FAVvsP,together,2,4.5,0.7071067811865476,0.5
183,Human,FAVvsP,opposed,2,5.5,0.7071067811865476,0.5
184,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
184,Human,FAVvsMJP,opposed,2,6,0,0
184,Human,MDvsMIP/MJP,together,2,3.5,0.7071067811865476,0.5
184,Human,MDvsMIP/MJP,opposed,2,5,1.4142135623730951,1
184,Human,FAVvsP,together,2,11,1.4142135623730951,1
184,Human,FAVvsP,opposed,2,4,5.656854249492381,4
185,Human,FAVvsMJP,together,2,0,0,0
185,Human,FAVvsMJP,opposed,2,12,0,0
185,Human,MDvsMIP/MJP,together,2,0,0,0
185,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
185,Human,FAVvsP,together,2,6.5,7.7781745930520225,5.499999999999999
185,Human,FAVvsP,opposed,2,3,4.242640687119285,2.9999999999999996
186,Human,FAVvsMJP,together,2,6,0,0
186,Human,FAVvsMJP,opposed,2,6,0,0
186,Human,MDvsMIP/MJP,together,2,0,0,0
186,Human,MDvsMIP/MJP,opposed,2,0,0,0
186,Human,FAVvsP,together,2,0,0,0
186,Human,FAVvsP,opposed,2,0,0,0
187,Human,FAVvsMJP,together,2,7,1.4142135623730951,1
187,Human,FAVvsMJP,opposed,2,7.5,3.5355339059327378,2.5
187,Human,MDvsMIP/MJP,together,2,6.5,0.7071067811865476,0.5
187,Human,MDvsMIP/MJP,opposed,2,5.5,2.1213203435596424,1.4999999999999998
187,Human,FAVvsP,together,2,8,0,0
187,Human,FAVvsP,opposed,2,7.5,3.5355339059327378,2.5
188,Human,FAVvsMJP,together,2,4,5.656854249492381,4
188,Human,FAVvsMJP,opposed,2,3,2.8284271247461903,2
188,Human,MDvsMIP/MJP,together,2,5,7.0710678118654755,5
188,Human,MDvsMIP/MJP,opposed,2,8.5,0.7071067811865476,0.5
188,Human,FAVvsP,together,2,1.5,0.7071067811865476,0.5
188,Human,FAVvsP,opposed,2,9.5,0.7071067811865476,0.5
189,Human,FAVvsMJP,together,2,7,1.4142135623730951,1
189,Human,FAVvsMJP,opposed,2,8.5,2.1213203435596424,1.4999999999999998
189,Human,MDvsMIP/MJP,together,2,5.5,0.7071067811865476,0.5
189,Human,MDvsMIP/MJP,opposed,2,7,2.8284271247461903,2
189,Human,FAVvsP,together,2,7.5,0.7071067811865476,0.5
189,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
190,Human,FAVvsMJP,together,2,4,1.4142135623730951,1
190,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
190,Human,MDvsMIP/MJP,together,2,4,1.4142135623730951,1
190,Human,MDvsMIP/MJP,opposed,2,7,0,0
190,Human,FAVvsP,together,2,3,4.242640687119285,2.9999999999999996
190,Human,FAVvsP,opposed,2,4,4.242640687119285,2.9999999999999996
191,Human,FAVvsMJP,together,2,0,0,0
191,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
191,Human,MDvsMIP/MJP,together,2,0,0,0
191,Human,MDvsMIP/MJP,opposed,2,0,0,0
191,Human,FAVvsP,together,2,0,0,0
191,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
192,Human,FAVvsMJP,together,2,6,0,0
192,Human,FAVvsMJP,opposed,2,6,0,0
192,Human,MDvsMIP/MJP,together,2,0,0,0
192,Human,MDvsMIP/MJP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
192,Human,FAVvsP,together,2,0,0,0
192,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
193,Human,FAVvsMJP,together,2,5.5,0.7071067811865476,0.5
193,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
193,Human,MDvsMIP/MJP,together,2,6,0,0
193,Human,MDvsMIP/MJP,opposed,2,5,1.4142135623730951,1
193,Human,FAVvsP,together,2,0,0,0
193,Human,FAVvsP,opposed,2,0.5,0.7071067811865476,0.5
194,Human,FAVvsMJP,together,2,9,2.8284271247461903,2
194,Human,FAVvsMJP,opposed,2,2.5,2.1213203435596424,1.4999999999999998
194,Human,MDvsMIP/MJP,together,2,9,2.8284271247461903,2
194,Human,MDvsMIP/MJP,opposed,2,8.5,0.7071067811865476,0.5
194,Human,FAVvsP,together,2,5,7.0710678118654755,5
194,Human,FAVvsP,opposed,2,0,0,0
195,Human,FAVvsMJP,together,2,5.5,3.5355339059327378,2.5
195,Human,FAVvsMJP,opposed,2,5.5,0.7071067811865476,0.5
195,Human,MDvsMIP/MJP,together,2,6,0,0
195,Human,MDvsMIP/MJP,opposed,2,9,1.4142135623730951,1
195,Human,FAVvsP,together,2,0,0,0
195,Human,FAVvsP,opposed,2,1.5,2.1213203435596424,1.4999999999999998
196,Human,FAVvsMJP,together,2,2,1.4142135623730951,1
196,Human,FAVvsMJP,opposed,2,9,0,0
196,Human,MDvsMIP/MJP,together,2,0,0,0
196,Human,MDvsMIP/MJP,opposed,2,0,0,0
196,Human,FAVvsP,together,2,0,0,0
196,Human,FAVvsP,opposed,2,7.5,2.1213203435596424,1.4999999999999998
197,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
197,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
197,Human,MDvsMIP/MJP,together,2,2,1.4142135623730951,1
197,Human,MDvsMIP/MJP,opposed,2,0,0,0
197,Human,FAVvsP,together,2,0,0,0
197,Human,FAVvsP,opposed,2,2,2.8284271247461903,2
198,Human,FAVvsMJP,together,2,4.5,3.5355339059327378,2.5
198,Human,FAVvsMJP,opposed,2,2,2.8284271247461903,2
198,Human,MDvsMIP/MJP,together,2,5.5,2.1213203435596424,1.4999999999999998
198,Human,MDvsMIP/MJP,opposed,2,2.5,0.7071067811865476,0.5
198,Human,FAVvsP,together,2,5.5,2.1213203435596424,1.4999999999999998
198,Human,FAVvsP,opposed,2,7.5,0.7071067811865476,0.5
199,Human,FAVvsMJP,together,2,0,0,0
199,Human,FAVvsMJP,opposed,2,12,0,0
199,Human,MDvsMIP/MJP,together,2,0,0,0
199,Human,MDvsMIP/MJP,opposed,2,0,0,0
199,Human,FAVvsP,together,2,0,0,0
199,Human,FAVvsP,opposed,2,12,0,0
200,Human,FAVvsMJP,together,2,0,0,0
200,Human,FAVvsMJP,opposed,2,12,0,0
200,Human,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
200,Human,MDvsMIP/MJP,opposed,2,6,0,0
200,Human,FAVvsP,together,2,0,0,0
200,Human,FAVvsP,opposed,2,12,0,0
201,Human,FAVvsMJP,together,2,5,5.656854249492381,4
201,Human,FAVvsMJP,opposed,2,6,5.656854249492381,4
201,Human,MDvsMIP/MJP,together,2,1.5,0.7071067811865476,0.5
201,Human,MDvsMIP/MJP,opposed,2,5,1.4142135623730951,1
201,Human,FAVvsP,together,2,7.5,2.1213203435596424,1.4999999999999998
201,Human,FAVvsP,opposed,2,6,5.656854249492381,4
202,Human,FAVvsMJP,together,2,6,0,0
202,Human,FAVvsMJP,opposed,2,8.5,4.949747468305833,3.4999999999999996
202,Human,MDvsMIP/MJP,together,2,4,2.8284271247461903,2
202,Human,MDvsMIP/MJP,opposed,2,9,4.242640687119285,2.9999999999999996
202,Human,FAVvsP,together,2,4.5,6.363961030678928,4.5
202,Human,FAVvsP,opposed,2,12,0,0
203,Human,FAVvsMJP,together,2,5,0,0
203,Human,FAVvsMJP,opposed,2,7,0,0
203,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
203,Human,MDvsMIP/MJP,opposed,2,6.5,0.7071067811865476,0.5
203,Human,FAVvsP,together,2,0,0,0
203,Human,FAVvsP,opposed,2,3.5,2.1213203435596424,1.4999999999999998
204,Human,FAVvsMJP,together,2,0.5,0.7071067811865476,0.5
204,Human,FAVvsMJP,opposed,2,7.5,2.1213203435596424,1.4999999999999998
204,Human,MDvsMIP/MJP,together,2,2.5,0.7071067811865476,0.5
204,Human,MDvsMIP/MJP,opposed,2,5.5,2.1213203435596424,1.4999999999999998
204,Human,FAVvsP,together,2,3,1.4142135623730951,1
204,Human,FAVvsP,opposed,2,11,1.4142135623730951,1
205,Human,FAVvsMJP,together,2,6.5,0.7071067811865476,0.5
205,Human,FAVvsMJP,opposed,2,10.5,0.7071067811865476,0.5
205,Human,MDvsMIP/MJP,together,2,6,4.242640687119285,2.9999999999999996
205,Human,MDvsMIP/MJP,opposed,2,5.5,6.363961030678928,4.5
205,Human,FAVvsP,together,2,8.5,0.7071067811865476,0.5
205,Human,FAVvsP,opposed,2,3.5,2.1213203435596424,1.4999999999999998
206,Human,FAVvsMJP,together,2,0.5,0.7071067811865476,0.5
206,Human,FAVvsMJP,opposed,2,9,2.8284271247461903,2
206,Human,MDvsMIP/MJP,together,2,2.5,0.7071067811865476,0.5
206,Human,MDvsMIP/MJP,opposed,2,9,2.8284271247461903,2
206,Human,FAVvsP,together,2,0,0,0
206,Human,FAVvsP,opposed,2,6.5,3.5355339059327378,2.5
207,Human,FAVvsMJP,together,2,0,0,0
207,Human,FAVvsMJP,opposed,2,12,0,0
207,Human,MDvsMIP/MJP,together,2,0,0,0
207,Human,MDvsMIP/MJP,opposed,2,0,0,0
207,Human,FAVvsP,together,2,0,0,0
207,Human,FAVvsP,opposed,2,12,0,0
208,Human,FAVvsMJP,together,2,2,2.8284271247461903,2
208,Human,FAVvsMJP,opposed,2,9.5,3.5355339059327378,2.5
208,Human,MDvsMIP/MJP,together,2,0,0,0
208,Human,MDvsMIP/MJP,opposed,2,7,0,0
208,Human,FAVvsP,together,2,0,0,0
208,Human,FAVvsP,opposed,2,5,1.4142135623730951,1
209,Human,FAVvsMJP,together,2,7.5,4.949747468305833,3.4999999999999996
209,Human,FAVvsMJP,opposed,2,6,4.242640687119285,2.9999999999999996
209,Human,MDvsMIP/MJP,together,2,8,1.4142135623730951,1
209,Human,MDvsMIP/MJP,opposed,2,6,4.242640687119285,2.9999999999999996
209,Human,FAVvsP,together,2,4.5,4.949747468305833,3.4999999999999996
209,Human,FAVvsP,opposed,2,6.5,7.7781745930520225,5.499999999999999
210,Human,FAVvsMJP,together,2,0,0,0
210,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
210,Human,MDvsMIP/MJP,together,2,0,0,0
210,Human,MDvsMIP/MJP,opposed,2,0,0,0
210,Human,FAVvsP,together,2,0,0,0
210,Human,FAVvsP,opposed,2,2.5,3.5355339059327378,2.5
211,Human,FAVvsMJP,together,2,2.5,3.5355339059327378,2.5
211,Human,FAVvsMJP,opposed,2,9.5,3.5355339059327378,2.5
211,Human,MDvsMIP/MJP,together,2,0,0,0
211,Human,MDvsMIP/MJP,opposed,2,0,0,0
211,Human,FAVvsP,together,2,3,4.242640687119285,2.9999999999999996
211,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
212,Human,FAVvsMJP,together,2,1.5,0.7071067811865476,0.5
212,Human,FAVvsMJP,opposed,2,9,0,0
212,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
212,Human,MDvsMIP/MJP,opposed,2,8.5,0.7071067811865476,0.5
212,Human,FAVvsP,together,2,0,0,0
212,Human,FAVvsP,opposed,2,8.5,2.1213203435596424,1.4999999999999998
213,Human,FAVvsMJP,together,2,5,0,0
213,Human,FAVvsMJP,opposed,2,5,2.8284271247461903,2
213,Human,MDvsMIP/MJP,together,2,4,1.4142135623730951,1
213,Human,MDvsMIP/MJP,opposed,2,7.5,3.5355339059327378,2.5
213,Human,FAVvsP,together,2,11.5,0.7071067811865476,0.5
213,Human,FAVvsP,opposed,2,3,2.8284271247461903,2
214,Human,FAVvsMJP,together,2,10,2.8284271247461903,2
214,Human,FAVvsMJP,opposed,2,0.5,0.7071067811865476,0.5
214,Human,MDvsMIP/MJP,together,2,9,1.4142135623730951,1
214,Human,MDvsMIP/MJP,opposed,2,10.5,0.7071067811865476,0.5
214,Human,FAVvsP,together,2,10,1.4142135623730951,1
214,Human,FAVvsP,opposed,2,0,0,0
215,Human,FAVvsMJP,together,2,3.5,2.1213203435596424,1.4999999999999998
215,Human,FAVvsMJP,opposed,2,3.5,3.5355339059327378,2.5
215,Human,MDvsMIP/MJP,together,2,4,0,0
215,Human,MDvsMIP/MJP,opposed,2,5.5,2.1213203435596424,1.4999999999999998
215,Human,FAVvsP,together,2,7,7.0710678118654755,5
215,Human,FAVvsP,opposed,2,7,2.8284271247461903,2
216,Human,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
216,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
216,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
216,Human,MDvsMIP/MJP,opposed,2,7.5,2.1213203435596424,1.4999999999999998
216,Human,FAVvsP,together,2,0,0,0
216,Human,FAVvsP,opposed,2,6,0,0
217,Human,FAVvsMJP,together,2,4,0,0
217,Human,FAVvsMJP,opposed,2,8.5,0.7071067811865476,0.5
217,Human,MDvsMIP/MJP,together,2,0,0,0
217,Human,MDvsMIP/MJP,opposed,2,0,0,0
217,Human,FAVvsP,together,2,0,0,0
217,Human,FAVvsP,opposed,2,3,0,0
218,Human,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
218,Human,FAVvsMJP,opposed,2,10,2.8284271247461903,2
