pid,group,matrix_name,condition,n,mean,sd,sem
73,AI,FAVvsMJP,together,2,0,0,0
73,AI,FAVvsMJP,opposed,2,12,0,0
73,AI,MDvsMIP/MJP,together,2,0,0,0
73,AI,MDvsMIP/MJP,opposed,2,0,0,0
73,AI,FAVvsP,together,2,0,0,0
73,AI,FAVvsP,opposed,2,12,0,0
74,AI,FAVvsMJP,together,2,3,1.4142135623730951,1
74,AI,FAVvsMJP,opposed,2,8.5,0.7071067811865476,0.5
74,AI,MDvsMIP/MJP,together,2,3,1.4142135623730951,1
74,AI,MDvsMIP/MJP,opposed,2,7.5,2.1213203435596424,1.4999999999999998
74,AI,FAVvsP,together,2,0,0,0
74,AI,FAVvsP,opposed,2,3.5,0.7071067811865476,0.5
75,AI,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
75,AI,FAVvsMJP,opposed,2,9,0,0
75,AI,MDvsMIP/MJP,together,2,4.5,0.7071067811865476,0.5
75,AI,MDvsMIP/MJP,opposed,2,7.5,0.7071067811865476,0.5
75,AI,FAVvsP,together,2,0,0,0
75,AI,FAVvsP,opposed,2,5,0,0
76,AI,FAVvsMJP,together,2,2,0,0
76,AI,FAVvsMJP,opposed,2,10.5,0.7071067811865476,0.5
76,AI,MDvsMIP/MJP,together,2,0.5,0.7071067811865476,0.5
76,AI,MDvsMIP/MJP,opposed,2,2,0,0
76,AI,FAVvsP,together,2,0,0,0
76,AI,FAVvsP,opposed,2,9.5,0.7071067811865476,0.5
77,AI,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
77,AI,FAVvsMJP,opposed,2,12,0,0
77,AI,MDvsMIP/MJP,together,2,0,0,0
77,AI,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
77,AI,FAVvsP,together,2,0,0,0
77,AI,FAVvsP,opposed,2,12,0,0
78,AI,FAVvsMJP,together,2,0,0,0
78,AI,FAVvsMJP,opposed,2,12,0,0
78,AI,MDvsMIP/MJP,together,2,0,0,0
78,AI,MDvsMIP/MJP,opposed,2,12,0,0
78,AI,FAVvsP,together,2,0,0,0
78,AI,FAVvsP,opposed,2,12,0,0
79,AI,FAVvsMJP,together,2,4,2.8284271247461903,2
79,AI,FAVvsMJP,opposed,2,10,1.4142135623730951,1
79,AI,MDvsMIP/MJP,together,2,1,1.4142135623730951,1
79,AI,MDvsMIP/MJP,opposed,2,9.5,0.7071067811865476,0.5
79,AI,FAVvsP,together,2,3.5,4.949747468305833,3.4999999999999996
79,AI,FAVvsP,opposed,2,7.5,0.7071067811865476,0.5
80,AI,FAVvsMJP,together,2,8.5,2.1213203435596424,1.4999999999999998
80,AI,FAVvsMJP,opposed,2,3.5,2.1213203435596424,1.4999999999999998
80,AI,MDvsMIP/MJP,together,2,10,1.4142135623730951,1
80,AI,MDvsMIP/MJP,opposed,2,8.5,2.1213203435596424,1.4999999999999998
80,AI,FAVvsP,together,2,5,5.656854249492381,4
80,AI,FAVvsP,opposed,2,1,1.4142135623730951,1
81,AI,FAVvsMJP,together,2,0,0,0
81,AI,FAVvsMJP,opposed,2,12,0,0
81,AI,MDvsMIP/MJP,together,2,0,0,0
81,AI,MDvsMIP/MJP,opposed,2,0,0,0
81,AI,FAVvsP,together,2,0,0,0
81,AI,FAVvsP,opposed,2,12,0,0
82,AI,FAVvsMJP,together,2,3,1.4142135623730951,1
82,AI,FAVvsMJP,opposed,2,7,0,0
82,AI,MDvsMIP/MJP,together,2,3.5,0.7071067811865476,0.5
82,AI,MDvsMIP/MJP,opposed,2,7.5,0.7071067811865476,0.5
82,AI,FAVvsP,together,2,0,0,0
82,AI,FAVvsP,opposed,2,5,1.4142135623730951,1
83,AI,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
83,AI,FAVvsMJP,opposed,2,6,0,0
83,AI,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
83,AI,MDvsMIP/MJP,opposed,2,5.5,0.7071067811865476,0.5
83,AI,FAVvsP,together,2,0,0,0
83,AI,FAVvsP,opposed,2,0.5,0.7071067811865476,0.5
84,AI,FAVvsMJP,together,2,9,4.242640687119285,2.9999999999999996
84,AI,FAVvsMJP,opposed,2,1,1.4142135623730951,1
84,AI,MDvsMIP/MJP,together,2,5.5,0.7071067811865476,0.5
84,AI,MDvsMIP/MJP,opposed,2,3,2.8284271247461903,2
84,AI,FAVvsP,together,2,8,1.4142135623730951,1
84,AI,FAVvsP,opposed,2,11,0,0
85,AI,FAVvsMJP,together,2,9,4.242640687119285,2.9999999999999996
85,AI,FAVvsMJP,opposed,2,2.5,3.5355339059327378,2.5
85,AI,MDvsMIP/MJP,together,2,9,4.242640687119285,2.9999999999999996
85,AI,MDvsMIP/MJP,opposed,2,6,0,0
85,AI,FAVvsP,together,2,12,0,0
85,AI,FAVvsP,opposed,2,3.5,3.5355339059327378,2.5
86,AI,FAVvsMJP,together,2,0,0,0
86,AI,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
86,AI,MDvsMIP/MJP,together,2,0,0,0
86,AI,MDvsMIP/MJP,opposed,2,0,0,0
86,AI,FAVvsP,together,2,0,0,0
86,AI,FAVvsP,opposed,2,0,0,0
87,AI,FAVvsMJP,together,2,4.5,0.7071067811865476,0.5
87,AI,FAVvsMJP,opposed,2,6,1.4142135623730951,1
87,AI,MDvsMIP/MJP,together,2,4.5,3.5355339059327378,2.5
87,AI,MDvsMIP/MJP,opposed,2,5,1.4142135623730951,1
87,AI,FAVvsP,together,2,5.5,0.7071067811865476,0.5
87,AI,FAVvsP,opposed,2,7,0,0
88,AI,FAVvsMJP,together,2,4,1.4142135623730951,1
88,AI,FAVvsMJP,opposed,2,5,2.8284271247461903,2
88,AI,MDvsMIP/MJP,together,2,3.5,0.7071067811865476,0.5
88,AI,MDvsMIP/MJP,opposed,2,1,0,0
88,AI,FAVvsP,together,2,6,0,0
88,AI,FAVvsP,opposed,2,7.5,0.7071067811865476,0.5
89,AI,FAVvsMJP,together,2,4,5.656854249492381,4
89,AI,FAVvsMJP,opposed,2,0,0,0
89,AI,MDvsMIP/MJP,together,2,3.5,4.949747468305833,3.4999999999999996
89,AI,MDvsMIP/MJP,opposed,2,6,7.0710678118654755,5
89,AI,FAVvsP,together,2,9,4.242640687119285,2.9999999999999996
89,AI,FAVvsP,opposed,2,3,4.242640687119285,2.9999999999999996
90,AI,FAVvsMJP,together,2,8,5.656854249492381,4
90,AI,FAVvsMJP,opposed,2,8,5.656854249492381,4
90,AI,MDvsMIP/MJP,together,2,4,0,0
90,AI,MDvsMIP/MJP,opposed,2,2.5,2.1213203435596424,1.4999999999999998
90,AI,FAVvsP,together,2,6.5,0.7071067811865476,0.5
90,AI,FAVvsP,opposed,2,8.5,3.5355339059327378,2.5
91,AI,FAVvsMJP,together,2,11.5,0.7071067811865476,0.5
91,AI,FAVvsMJP,opposed,2,2,1.4142135623730951,1
91,AI,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
91,AI,MDvsMIP/MJP,opposed,2,3,0,0
91,AI,FAVvsP,together,2,8,2.8284271247461903,2
91,AI,FAVvsP,opposed,2,2.5,2.1213203435596424,1.4999999999999998
92,AI,FAVvsMJP,together,2,2.5,0.7071067811865476,0.5
92,AI,FAVvsMJP,opposed,2,9.5,0.7071067811865476,0.5
92,AI,MDvsMIP/MJP,together,2,2.5,0.7071067811865476,0.5
92,AI,MDvsMIP/MJP,opposed,2,6,5.656854249492381,4
92,AI,FAVvsP,together,2,2.5,0.7071067811865476,0.5
92,AI,FAVvsP,opposed,2,6,4.242640687119285,2.9999999999999996
93,AI,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
93,AI,FAVvsMJP,opposed,2,6,0,0
93,AI,MDvsMIP/MJP,together,2,4.5,3.5355339059327378,2.5
93,AI,MDvsMIP/MJP,opposed,2,1.5,2.1213203435596424,1.4999999999999998
93,AI,FAVvsP,together,2,0,0,0
93,AI,FAVvsP,opposed,2,0,0,0
94,AI,FAVvsMJP,together,2,0,0,0
94,AI,FAVvsMJP,opposed,2,12,0,0
94,AI,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
94,AI,MDvsMIP/MJP,opposed,2,0,0,0
94,AI,FAVvsP,together,2,0,0,0
94,AI,FAVvsP,opposed,2,12,0,0
95,AI,FAVvsMJP,together,2,5.5,0.7071067811865476,0.5
95,AI,FAVvsMJP,opposed,2,7,0,0
95,AI,MDvsMIP/MJP,together,2,5.5,0.7071067811865476,0.5
95,AI,MDvsMIP/MJP,opposed,2,7.5,0.7071067811865476,0.5
95,AI,FAVvsP,together,2,7,1.4142135623730951,1
95,AI,FAVvsP,opposed,2,7.5,0.7071067811865476,0.5
96,Human,FAVvsMJP,together,2,6,8.48528137423857,5.999999999999999
96,Human,FAVvsMJP,opposed,2,12,0,0
96,Human,MDvsMIP/MJP,together,2,0,0,0
96,Human,MDvsMIP/MJP,opposed,2,0,0,0
96,Human,FAVvsP,together,2,0,0,0
96,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
97,Human,FAVvsMJP,together,2,6,0,0
97,Human,FAVvsMJP,opposed,2,6,0,0
97,Human,MDvsMIP/MJP,together,2,0,0,0
97,Human,MDvsMIP/MJP,opposed,2,0,0,0
97,Human,FAVvsP,together,2,0,0,0
97,Human,FAVvsP,opposed,2,0,0,0
98,Human,FAVvsMJP,together,2,0,0,0
98,Human,FAVvsMJP,opposed,2,12,0,0
98,Human,MDvsMIP/MJP,together,2,0,0,0
98,Human,MDvsMIP/MJP,opposed,2,6,0,0
98,Human,FAVvsP,together,2,0,0,0
98,Human,FAVvsP,opposed,2,12,0,0
99,Human,FAVvsMJP,together,2,0,0,0
99,Human,FAVvsMJP,opposed,2,12,0,0
99,Human,MDvsMIP/MJP,together,2,0,0,0
99,Human,MDvsMIP/MJP,opposed,2,7,2.8284271247461903,2
99,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
99,Human,FAVvsP,opposed,2,12,0,0
100,Human,FAVvsMJP,together,2,4,0,0
100,Human,FAVvsMJP,opposed,2,7.5,2.1213203435596424,1.4999999999999998
100,Human,MDvsMIP/MJP,together,2,0,0,0
100,Human,MDvsMIP/MJP,opposed,2,0,0,0
100,Human,FAVvsP,together,2,2,2.8284271247461903,2
100,Human,FAVvsP,opposed,2,5,0,0
101,Human,FAVvsMJP,together,2,6,0,0
101,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
101,Human,MDvsMIP/MJP,together,2,6,0,0
101,Human,MDvsMIP/MJP,opposed,2,6,0,0
101,Human,FAVvsP,together,2,1.5,2.1213203435596424,1.4999999999999998
101,Human,FAVvsP,opposed,2,0,0,0
102,Human,FAVvsMJP,together,2,5.5,7.7781745930520225,5.499999999999999
102,Human,FAVvsMJP,opposed,2,2,1.4142135623730951,1
102,Human,MDvsMIP/MJP,together,2,9.5,0.7071067811865476,0.5
102,Human,MDvsMIP/MJP,opposed,2,10,1.4142135623730951,1
102,Human,FAVvsP,together,2,10,1.4142135623730951,1
102,Human,FAVvsP,opposed,2,4,5.656854249492381,4
103,Human,FAVvsMJP,together,2,3.5,0.7071067811865476,0.5
103,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
103,Human,MDvsMIP/MJP,together,2,0,0,0
103,Human,MDvsMIP/MJP,opposed,2,0,0,0
103,Human,FAVvsP,together,2,1,1.4142135623730951,1
103,Human,FAVvsP,opposed,2,4,2.8284271247461903,2
104,Human,FAVvsMJP,together,2,2,2.8284271247461903,2
104,Human,FAVvsMJP,opposed,2,12,0,0
104,Human,MDvsMIP/MJP,together,2,3.5,0.7071067811865476,0.5
104,Human,MDvsMIP/MJP,opposed,2,0,0,0
104,Human,FAVvsP,together,2,2.5,3.5355339059327378,2.5
104,Human,FAVvsP,opposed,2,8,5.656854249492381,4
105,Human,FAVvsMJP,together,2,0,0,0
105,Human,FAVvsMJP,opposed,2,9.5,3.5355339059327378,2.5
105,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
105,Human,MDvsMIP/MJP,opposed,2,2.5,0.7071067811865476,0.5
105,Human,FAVvsP,together,2,6,8.48528137423857,5.999999999999999
105,Human,FAVvsP,opposed,2,12,0,0
106,Human,FAVvsMJP,together,2,8.5,0.7071067811865476,0.5
106,Human,FAVvsMJP,opposed,2,11,0,0
106,Human,MDvsMIP/MJP,together,2,7,0,0
106,Human,MDvsMIP/MJP,opposed,2,4.5,6.363961030678928,4.5
106,Human,FAVvsP,together,2,1.5,0.7071067811865476,0.5
106,Human,FAVvsP,opposed,2,4,4.242640687119285,2.9999999999999996
107,Human,FAVvsMJP,together,2,5.5,0.7071067811865476,0.5
107,Human,FAVvsMJP,opposed,2,6,0,0
107,Human,MDvsMIP/MJP,together,2,0,0,0
107,Human,MDvsMIP/MJP,opposed,2,0.5,0.7071067811865476,0.5
107,Human,FAVvsP,together,2,0,0,0
107,Human,FAVvsP,opposed,2,1,1.4142135623730951,1
108,Human,FAVvsMJP,together,2,2,2.8284271247461903,2
108,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
108,Human,MDvsMIP/MJP,together,2,0,0,0
108,Human,MDvsMIP/MJP,opposed,2,2,2.8284271247461903,2
108,Human,FAVvsP,together,2,1,1.4142135623730951,1
108,Human,FAVvsP,opposed,2,8.5,2.1213203435596424,1.4999999999999998
109,Human,FAVvsMJP,together,2,3.5,2.1213203435596424,1.4999999999999998
109,Human,FAVvsMJP,opposed,2,8,2.8284271247461903,2
109,Human,MDvsMIP/MJP,together,2,0.5,0.7071067811865476,0.5
109,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
109,Human,FAVvsP,together,2,2,0,0
109,Human,FAVvsP,opposed,2,8,1.4142135623730951,1
110,Human,FAVvsMJP,together,2,6,0,0
110,Human,FAVvsMJP,opposed,2,5.5,0.7071067811865476,0.5
110,Human,MDvsMIP/MJP,together,2,3,4.242640687119285,2.9999999999999996
110,Human,MDvsMIP/MJP,opposed,2,0,0,0
110,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
110,Human,FAVvsP,opposed,2,2.5,3.5355339059327378,2.5
111,Human,FAVvsMJP,together,2,2.5,0.7071067811865476,0.5
111,Human,FAVvsMJP,opposed,2,11,1.4142135623730951,1
111,Human,MDvsMIP/MJP,together,2,4,1.4142135623730951,1
111,Human,MDvsMIP/MJP,opposed,2,1.5,0.7071067811865476,0.5
111,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
111,Human,FAVvsP,opposed,2,8.5,0.7071067811865476,0.5
112,Human,FAVvsMJP,together,2,4.5,0.7071067811865476,0.5
112,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
112,Human,MDvsMIP/MJP,together,2,5,1.4142135623730951,1
112,Human,MDvsMIP/MJP,opposed,2,9.5,0.7071067811865476,0.5
112,Human,FAVvsP,together,2,1,1.4142135623730951,1
112,Human,FAVvsP,opposed,2,2,0,0
113,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
113,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
113,Human,MDvsMIP/MJP,together,2,6,0,0
113,Human,MDvsMIP/MJP,opposed,2,0,0,0
113,Human,FAVvsP,together,2,0,0,0
113,Human,FAVvsP,opposed,2,8,5.656854249492381,4
114,Human,FAVvsMJP,together,2,3,1.4142135623730951,1
114,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
114,Human,MDvsMIP/MJP,together,2,0,0,0
114,Human,MDvsMIP/MJP,opposed,2,2.5,3.5355339059327378,2.5
114,Human,FAVvsP,together,2,0,0,0
114,Human,FAVvsP,opposed,2,2.5,3.5355339059327378,2.5
115,Human,FAVvsMJP,together,2,5.5,0.7071067811865476,0.5
115,Human,FAVvsMJP,opposed,2,7,0,0
115,Human,MDvsMIP/MJP,together,2,2.5,0.7071067811865476,0.5
115,Human,MDvsMIP/MJP,opposed,2,5.5,2.1213203435596424,1.4999999999999998
115,Human,FAVvsP,together,2,0,0,0
115,Human,FAVvsP,opposed,2,2,1.4142135623730951,1
116,Human,FAVvsMJP,together,2,4.5,0.7071067811865476,0.5
116,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
116,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
116,Human,MDvsMIP/MJP,opposed,2,0,0,0
116,Human,FAVvsP,together,2,3,1.4142135623730951,1
116,Human,FAVvsP,opposed,2,4.5,0.7071067811865476,0.5
117,Human,FAVvsMJP,together,2,3,1.4142135623730951,1
117,Human,FAVvsMJP,opposed,2,7.5,0.7071067811865476,0.5
117,Human,MDvsMIP/MJP,together,2,0,0,0
117,Human,MDvsMIP/MJP,opposed,2,0,0,0
117,Human,FAVvsP,together,2,0,0,0
117,Human,FAVvsP,opposed,2,3,4.242640687119285,2.9999999999999996
118,Human,FAVvsMJP,together,2,0.5,0.7071067811865476,0.5
118,Human,FAVvsMJP,opposed,2,6,8.48528137423857,5.999999999999999
118,Human,MDvsMIP/MJP,together,2,0,0,0
118,Human,MDvsMIP/MJP,opposed,2,1.5,2.1213203435596424,1.4999999999999998
118,Human,FAVvsP,together,2,6,8.48528137423857,5.999999999999999
118,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
119,Human,FAVvsMJP,together,2,0,0,0
119,Human,FAVvsMJP,opposed,2,12,0,0
119,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
119,Human,MDvsMIP/MJP,opposed,2,0.5,0.7071067811865476,0.5
119,Human,FAVvsP,together,2,1.5,2.1213203435596424,1.4999999999999998
119,Human,FAVvsP,opposed,2,11.5,0.7071067811865476,0.5
120,Human,FAVvsMJP,together,2,2.5,0.7071067811865476,0.5
120,Human,FAVvsMJP,opposed,2,10,1.4142135623730951,1
120,Human,MDvsMIP/MJP,together,2,0.5,0.7071067811865476,0.5
120,Human,MDvsMIP/MJP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
120,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
120,Human,FAVvsP,opposed,2,6,0,0
121,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
121,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
121,Human,MDvsMIP/MJP,together,2,0,0,0
121,Human,MDvsMIP/MJP,opposed,2,0,0,0
121,Human,FAVvsP,together,2,0,0,0
121,Human,FAVvsP,opposed,2,5.5,3.5355339059327378,2.5
122,Human,FAVvsMJP,together,2,3.5,0.7071067811865476,0.5
122,Human,FAVvsMJP,opposed,2,6.5,0.7071067811865476,0.5
122,Human,MDvsMIP/MJP,together,2,0,0,0
122,Human,MDvsMIP/MJP,opposed,2,0,0,0
122,Human,FAVvsP,together,2,0,0,0
122,Human,FAVvsP,opposed,2,6,0,0
123,Human,FAVvsMJP,together,2,2,2.8284271247461903,2
123,Human,FAVvsMJP,opposed,2,12,0,0
123,Human,MDvsMIP/MJP,together,2,0,0,0
123,Human,MDvsMIP/MJP,opposed,2,0,0,0
123,Human,FAVvsP,together,2,0,0,0
123,Human,FAVvsP,opposed,2,11,1.4142135623730951,1
124,Human,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
124,Human,FAVvsMJP,opposed,2,5,1.4142135623730951,1
124,Human,MDvsMIP/MJP,together,2,0,0,0
124,Human,MDvsMIP/MJP,opposed,2,0,0,0
124,Human,FAVvsP,together,2,3,1.4142135623730951,1
124,Human,FAVvsP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
125,Human,FAVvsMJP,together,2,3.5,0.7071067811865476,0.5
125,Human,FAVvsMJP,opposed,2,4,0,0
125,Human,MDvsMIP/MJP,together,2,0,0,0
125,Human,MDvsMIP/MJP,opposed,2,0,0,0
125,Human,FAVvsP,together,2,2,2.8284271247461903,2
125,Human,FAVvsP,opposed,2,1,1.4142135623730951,1
126,Human,FAVvsMJP,together,2,8,4.242640687119285,2.9999999999999996
126,Human,FAVvsMJP,opposed,2,11.5,0.7071067811865476,0.5
126,Human,MDvsMIP/MJP,together,2,4.5,2.1213203435596424,1.4999999999999998
126,Human,MDvsMIP/MJP,opposed,2,5,1.4142135623730951,1
126,Human,FAVvsP,together,2,3,2.8284271247461903,2
126,Human,FAVvsP,opposed,2,5.5,0.7071067811865476,0.5
127,Human,FAVvsMJP,together,2,0,0,0
127,Human,FAVvsMJP,opposed,2,12,0,0
127,Human,MDvsMIP/MJP,together,2,0,0,0
127,Human,MDvsMIP/MJP,opposed,2,0,0,0
127,Human,FAVvsP,together,2,0,0,0
127,Human,FAVvsP,opposed,2,12,0,0
128,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
128,Human,FAVvsMJP,opposed,2,9,4.242640687119285,2.9999999999999996
128,Human,MDvsMIP/MJP,together,2,0,0,0
128,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
128,Human,FAVvsP,together,2,0,0,0
128,Human,FAVvsP,opposed,2,12,0,0
129,Human,FAVvsMJP,together,2,5.5,6.363961030678928,4.5
129,Human,FAVvsMJP,opposed,2,11.5,0.7071067811865476,0.5
129,Human,MDvsMIP/MJP,together,2,6,5.656854249492381,4
129,Human,MDvsMIP/MJP,opposed,2,6,7.0710678118654755,5
129,Human,FAVvsP,together,2,5.5,6.363961030678928,4.5
129,Human,FAVvsP,opposed,2,5.5,4.949747468305833,3.4999999999999996
130,Human,FAVvsMJP,together,2,6.5,0.7071067811865476,0.5
130,Human,FAVvsMJP,opposed,2,5,2.8284271247461903,2
130,Human,MDvsMIP/MJP,together,2,5,4.242640687119285,2.9999999999999996
130,Human,MDvsMIP/MJP,opposed,2,9.5,2.1213203435596424,1.4999999999999998
130,Human,FAVvsP,together,2,5.5,0.7071067811865476,0.5
130,Human,FAVvsP,opposed,2,4.5,2.1213203435596424,1.4999999999999998
131,Human,FAVvsMJP,together,2,3,4.242640687119285,2.9999999999999996
131,Human,FAVvsMJP,opposed,2,6,0,0
131,Human,MDvsMIP/MJP,together,2,5.5,0.7071067811865476,0.5
131,Human,MDvsMIP/MJP,opposed,2,6,0,0
131,Human,FAVvsP,together,2,0,0,0
131,Human,FAVvsP,opposed,2,0,0,0
132,Human,FAVvsMJP,together,2,4,2.8284271247461903,2
132,Human,FAVvsMJP,opposed,2,8,1.4142135623730951,1
132,Human,MDvsMIP/MJP,together,2,0.5,0.7071067811865476,0.5
132,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
132,Human,FAVvsP,together,2,1,1.4142135623730951,1
132,Human,FAVvsP,opposed,2,5.5,7.7781745930520225,5.499999999999999
133,Human,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
133,Human,FAVvsMJP,opposed,2,5.5,0.7071067811865476,0.5
133,Human,MDvsMIP/MJP,together,2,3.5,0.7071067811865476,0.5
133,Human,MDvsMIP/MJP,opposed,2,1.5,0.7071067811865476,0.5
133,Human,FAVvsP,together,2,0,0,0
133,Human,FAVvsP,opposed,2,2,0,0
134,Human,FAVvsMJP,together,2,0,0,0
134,Human,FAVvsMJP,opposed,2,12,0,0
134,Human,MDvsMIP/MJP,together,2,0,0,0
134,Human,MDvsMIP/MJP,opposed,2,0,0,0
134,Human,FAVvsP,together,2,0,0,0
134,Human,FAVvsP,opposed,2,12,0,0
135,Human,FAVvsMJP,together,2,3.5,0.7071067811865476,0.5
135,Human,FAVvsMJP,opposed,2,9,1.4142135623730951,1
135,Human,MDvsMIP/MJP,together,2,0,0,0
135,Human,MDvsMIP/MJP,opposed,2,0,0,0
135,Human,FAVvsP,together,2,3.5,2.1213203435596424,1.4999999999999998
135,Human,FAVvsP,opposed,2,5.5,0.7071067811865476,0.5
136,Human,FAVvsMJP,together,2,5.5,0.7071067811865476,0.5
136,Human,FAVvsMJP,opposed,2,7,0,0
136,Human,MDvsMIP/MJP,together,2,0,0,0
136,Human,MDvsMIP/MJP,opposed,2,0,0,0
136,Human,FAVvsP,together,2,4.5,0.7071067811865476,0.5
136,Human,FAVvsP,opposed,2,5,1.4142135623730951,1
137,Human,FAVvsMJP,together,2,0,0,0
137,Human,FAVvsMJP,opposed,2,6,0,0
137,Human,MDvsMIP/MJP,together,2,0.5,0.7071067811865476,0.5
137,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
137,Human,FAVvsP,together,2,0,0,0
137,Human,FAVvsP,opposed,2,6,8.48528137423857,5.999999999999999
138,Human,FAVvsMJP,together,2,4,2.8284271247461903,2
138,Human,FAVvsMJP,opposed,2,5,1.4142135623730951,1
138,Human,MDvsMIP/MJP,together,2,2,2.8284271247461903,2
138,Human,MDvsMIP/MJP,opposed,2,4.5,4.949747468305833,3.4999999999999996
138,Human,FAVvsP,together,2,7,0,0
138,Human,FAVvsP,opposed,2,6,1.4142135623730951,1
139,Human,FAVvsMJP,together,2,5.5,4.949747468305833,3.4999999999999996
139,Human,FAVvsMJP,opposed,2,3,0,0
139,Human,MDvsMIP/MJP,together,2,6.5,6.363961030678928,4.5
139,Human,MDvsMIP/MJP,opposed,2,7,7.0710678118654755,5
139,Human,FAVvsP,together,2,1.5,0.7071067811865476,0.5
139,Human,FAVvsP,opposed,2,9,0,0
140,Human,FAVvsMJP,together,2,6,1.4142135623730951,1
140,Human,FAVvsMJP,opposed,2,6,1.4142135623730951,1
140,Human,MDvsMIP/MJP,together,2,2,1.4142135623730951,1
140,Human,MDvsMIP/MJP,opposed,2,5,4.242640687119285,2.9999999999999996
140,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
140,Human,FAVvsP,opposed,2,1,0,0
141,Human,FAVvsMJP,together,2,4.5,2.1213203435596424,1.4999999999999998
141,Human,FAVvsMJP,opposed,2,8.5,0.7071067811865476,0.5
141,Human,MDvsMIP/MJP,together,2,7,0,0
141,Human,MDvsMIP/MJP,opposed,2,7,2.8284271247461903,2
141,Human,FAVvsP,together,2,4.5,0.7071067811865476,0.5
141,Human,FAVvsP,opposed,2,4,0,0
142,Human,FAVvsMJP,together,2,2,2.8284271247461903,2
142,Human,FAVvsMJP,opposed,2,8,5.656854249492381,4
142,Human,MDvsMIP/MJP,together,2,4.5,6.363961030678928,4.5
142,Human,MDvsMIP/MJP,opposed,2,8,5.656854249492381,4
142,Human,FAVvsP,together,2,0.5,0.7071067811865476,0.5
142,Human,FAVvsP,opposed,2,8.5,4.949747468305833,3.4999999999999996
143,Human,FAVvsMJP,together,2,0,0,0
143,Human,FAVvsMJP,opposed,2,6.5,7.7781745930520225,5.499999999999999
143,Human,MDvsMIP/MJP,together,2,3,1.4142135623730951,1
143,Human,MDvsMIP/MJP,opposed,2,3,4.242640687119285,2.9999999999999996
143,Human,FAVvsP,together,2,6,8.48528137423857,5.999999999999999
143,Human,FAVvsP,opposed,2,11,1.4142135623730951,1
144,Human,FAVvsMJP,together,2,1,1.4142135623730951,1
144,Human,FAVvsMJP,opposed,2,7,1.4142135623730951,1
144,Human,MDvsMIP/MJP,together,2,1.5,2.1213203435596424,1.4999999999999998
144,Human,MDvsMIP/MJP,opposed,2,0,0,0
144,Human,FAVvsP,together,2,0,0,0
144,Human,FAVvsP,opposed,2,11.5,0.7071067811865476,0.5
145,Human,FAVvsMJP,together,2,3,0,0
145,Human,FAVvsMJP,opposed,2,8,0,0
145,Human,MDvsMIP/MJP,together,2,4,1.4142135623730951,1
145,Human,MDvsMIP/MJP,opposed,2,8,0,0
145,Human,FAVvsP,together,2,0,0,0
145,Human,FAVvsP,opposed,2,2,1.4142135623730951,1
146,Human,FAVvsMJP,together,2,5,1.4142135623730951,1
